day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2018-01-05,11.29,11.5,11.13,11.29,42208750,1208498867,101000,111091888,0.002664298401420906,42208750.0,395753768.0,0.23260834885466633,0.3340098523776904,1.0,11.5,0.061278863232681946,0.4250593622012111
2018-02-26,10.97,12.0,10.93,12.0,85019572,1100751898,259400,168730894,0.09990834097158574,85019572.0,526962292.0,0.17310182003207672,0.2746526241382404,1.0,12.0,0.17703768624014016,0.8975514572532148
2018-03-08,12.56,12.88,12.5,12.59,57869391,1342857686,226900,191286268,0.0031872509960158,57869391.0,849255077.0,0.2604793263547487,0.28519369717510334,1.0,12.98,0.1780701754385965,0.2406086019239344
2018-03-13,12.89,12.93,12.54,12.61,72261540,1464856048,280900,257522025,-0.03223330775134303,-72261540.0,797199136.0,0.27983898482219693,0.29268997318016693,1.0,13.08,0.17910447761194015,0.2030401866969762
2018-08-07,7.32,7.86,7.32,7.83,34632988,993324085,275860,43168871,0.069672131147541,34632988.0,957550803.0,0.16422487967887803,0.2552497589391424,1.0,8.08,0.09017496635262456,0.5263175983905268
2019-02-22,7.32,7.47,7.27,7.47,22491721,745186933,295805,45578143,0.01909959072305578,22491721.0,1256751488.0,0.274958057615461,0.274958057615461,1.0,7.57,0.04112808460634554,0.6167756849916299
2019-02-26,7.81,7.98,7.71,7.78,46907534,727347091,376614,84295921,-0.003841229193341733,-46907534.0,1267513146.0,0.2290714738433577,0.274958057615461,1.0,7.98,0.03625730994152021,1.564018644904941
2020-08-21,7.34,7.39,7.09,7.14,52669555,874041238,3133318,59624969,-0.04672897196261694,-52669555.0,2610446056.0,0.15636154426976087,0.330389253480405,1.0,7.56,0.06029411764705883,1.015151744972433
2020-11-04,6.8,6.89,6.76,6.83,12814087,833092574,858738,14329719,0.0014662756598240456,12814087.0,2672029821.0,0.1638503412277853,0.2547530660666643,1.0,7.51,0.06439393939393945,0.36689056682289145
2020-11-10,6.86,7.07,6.81,7.03,37039995,843902216,897138,34609960,0.026277372262773824,37039995.0,2702622958.0,0.13463894734865445,0.36471792090697835,1.0,7.25,0.12399999999999989,1.5326606554858544
2020-11-24,8.19,8.43,8.16,8.33,52732830,983986118,714838,39079258,0.014616321559074219,52732830.0,3057058126.0,0.08934059482556812,0.3769012299472953,1.0,8.43,0.03312883435582825,0.26172203889061363
2021-05-17,9.33,9.68,9.21,9.63,38538885,1061241308,3172868,43856862,0.03326180257510725,38538885.0,3131503461.0,0.12048596113555513,0.23028314753054407,1.0,9.68,0.17282608695652169,1.0741269530122493
2021-08-24,12.52,12.88,12.42,12.52,43223616,1120422575,4049239,63636356,0.014586709886547755,43223616.0,3716907381.0,0.11638410762034776,0.16866401366899275,1.0,13.62,0.01798201798201804,0.5161458274321162
2022-01-26,12.48,13.33,12.22,13.33,88809406,1124801689,2641008,46276657,0.09983498349834985,88809406.0,4046747062.0,0.04078891040110761,0.15752935537008522,1.0,13.33,0.050167224080267525,2.9819367066224687
