day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2018-02-06,8.2,8.2,7.55,7.55,5702230,8.27,8.32,1,3.0,0.6987460113699975,7.87,0.042384105960264984
2018-05-30,7.82,7.82,7.44,7.48,4936818,7.99,7.86,1,3.0,0.5282435200488362,7.61,0.017379679144384985
2018-06-19,6.9,6.9,6.34,6.35,8814148,7.24,7.04,1,3.0,1.1045866994455196,6.48,0.020472440944881987
2019-04-29,7.57,7.67,7.32,7.33,5355280,7.6,7.57,1,3.0,0.21767060310311281,7.47,0.01909959072305578
2019-06-06,6.85,6.89,6.7,6.72,2416778,6.96,6.86,1,3.0,0.5784864601491895,6.98,0.038690476190476275
2019-08-06,6.8,6.8,6.45,6.67,4420256,6.99,6.89,1,3.0,0.39181208476337415,6.72,0.007496251874062887
2020-02-04,5.8,6.22,5.8,6.18,8420994,6.39,6.39,1,3.0,5.202853565114909,6.5,0.05177993527508096
2020-03-30,6.15,6.15,5.98,6.02,8563257,6.32,6.24,1,3.0,0.5882583692193897,6.12,0.01661129568106312
2020-09-24,7.35,7.41,7.2,7.24,4515699,7.42,7.41,1,3.0,1.0974939871856684,7.61,0.05110497237569067
2020-12-08,7.58,7.62,7.48,7.5,4522920,7.71,7.6,1,3.0,0.2821416311068994,7.54,0.005333333333333412
2020-12-11,7.27,7.36,7.1,7.13,4280945,7.33,7.28,1,3.0,0.4351750812052675,7.22,0.012622720897615736
2021-04-27,6.76,6.78,6.43,6.48,10032924,6.88,6.78,1,3.0,1.9444126024044408,6.54,0.0092592592592593
2021-10-26,7.57,7.57,7.37,7.43,8534338,7.69,7.59,1,3.0,0.36229410563762143,7.5,0.009421265141319024
2022-01-21,7.97,8.02,7.75,7.77,9576243,8.07,7.96,1,3.0,0.24162005523357588,7.81,0.005148005148005064
2022-01-25,7.68,7.75,7.37,7.38,8404044,7.79,7.65,1,3.0,0.3370298206680755,7.6,0.02981029810298108
2022-03-09,7.24,7.3,6.51,6.78,29524468,7.54,7.23,1,3.0,2.8557302734542325,7.11,0.04867256637168138
