day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2018-09-20,12.25,12.34,12.16,12.28,5832959,240070659,106715,13774074,-0.004862236628849326,-5832959.0,-61586180.0,0.19276909096766026,0.19276909096766026,1.0,12.95,0.16196542311191986,1.4231844324894083
2018-09-25,12.42,12.5,12.31,12.4,3770310,245676034,112015,6875133,-0.01352426412092278,-3770310.0,-57838079.0,0.14699659517892286,0.19276909096766026,1.0,12.95,0.2519607843137255,0.2889531711092088
2018-11-21,9.93,10.15,9.93,10.14,6767894,241052038,176539,8401832,0.007952286282306265,6767894.0,-132004828.0,0.1236478964613963,0.20758394200630068,1.0,11.08,0.03351955307262555,0.2785965082924817
2019-01-25,10.75,11.04,10.73,10.83,29795521,243759392,163239,50468475,0.0,29795521.0,25621558.0,0.1556111687893142,0.17808124177804238,1.0,11.28,0.0811897106109325,0.40229254746032583
2020-06-12,15.7,16.02,15.55,16.02,11886621,232281201,751422,11589137,0.0,11886621.0,343431026.0,0.061765803438218365,0.0989605933378666,1.0,17.42,0.028834355828220692,0.2291335373893466
2020-07-03,15.9,15.94,15.45,15.62,34225240,291201923,587741,50072764,-0.015752993068683052,-34225240.0,376522049.0,0.09321670395850694,0.16174458598795316,1.0,16.9,0.19359430604982197,1.4800029919814386
2020-12-14,14.24,14.32,14.11,14.26,6549523,354906642,335247,7958519,0.005641748942172065,6549523.0,401292097.0,0.0854822061074076,0.24517080486608167,1.0,15.84,0.13953488372093004,0.9043804956186523
2021-07-09,10.66,10.68,10.47,10.57,18537738,619558833,36800,52332554,-0.013992537313432862,-18537738.0,156939803.0,0.2669530052682997,0.28759193988721143,1.0,11.79,0.24679860302677548,0.37704027715467814
2021-11-15,12.65,12.71,12.5,12.51,13532530,369867248,57900,7137780,-0.01728201099764337,-13532530.0,138983100.0,0.0418447819847847,0.13186413186940377,1.0,12.85,0.10000000000000009,0.23732274481442683
2021-12-06,11.0,11.3,10.94,11.11,11983418,389215527,44275,12649091,-0.0008992805755395628,-11983418.0,56990294.0,0.09492351710115071,0.1441014797655196,1.0,12.85,0.038205980066445155,0.24248463835897582
2022-04-22,12.7,12.75,12.23,12.46,15905693,309482268,314087,13220730,-0.025801407349491656,-15905693.0,328483778.0,0.06654882652163163,0.0959298166276365,1.0,13.67,0.09751773049645407,0.49740441413788505
