day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2018-02-06,7.61,7.69,7.48,7.61,7236259,7.75,7.84,1,3.0,0.21662885153237466,7.8,0.024967148488830526
2018-05-02,5.8,6.19,5.72,5.78,16494386,6.29,6.01,1,3.0,0.23122754111087063,5.88,0.01730103806228378
2018-08-08,4.01,4.01,4.01,4.01,12352100,4.46,4.46,1,3.0,1.0279597432234975,4.36,0.08728179551122217
2018-10-11,4.32,4.32,4.0,4.11,39138210,4.36,4.37,1,3.0,1.2094132988602428,4.13,0.0048661800486617945
2018-10-12,4.04,4.13,3.96,3.96,50299434,4.32,4.11,1,3.0,0.28517461580383974,4.04,0.02020202020202011
2018-10-16,3.86,3.9,3.47,3.54,105999984,4.0,3.85,1,3.0,2.238078043985509,3.94,0.11299435028248594
2019-08-09,3.53,3.55,3.49,3.5,14859000,3.57,3.53,1,3.0,0.44599516074787315,3.51,0.0028571428571428914
2019-08-26,3.45,3.46,3.43,3.45,8436100,3.5,3.5,1,3.0,0.23916059469015116,3.52,0.020289855072463725
2019-09-26,3.74,3.77,3.47,3.47,99981408,3.84,3.75,1,3.0,1.0911627010430736,3.57,0.02881844380403442
2020-02-04,2.77,2.97,2.77,2.95,54988689,3.08,3.08,1,3.0,6.369557333547765,3.09,0.047457627118643986
2020-05-15,3.07,3.09,3.05,3.06,17511011,3.1,3.07,1,3.0,0.2279719219498142,3.1,0.013071895424836555
2021-04-23,2.3,2.3,2.25,2.28,20676900,2.31,2.3,1,3.0,0.8009931684393605,2.28,0.0
2021-10-15,2.27,2.27,2.21,2.21,17511800,2.28,2.26,1,3.0,0.8770539220767193,2.29,0.03619909502262453
