day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2018-03-01,7.81,7.89,7.76,7.83,8642518,390920023,0,9428987,-0.002547770700636942,-8642518.0,585617143.0,0.1394249180872117,0.20744430244125597,1.0,9.11,0.10957004160887651,1.7215768576961938
2018-03-19,7.56,7.65,7.4,7.46,13420232,399605049,2600,12102771,-0.0158311345646438,-13420232.0,570641504.0,0.11984454971639595,0.21595723237059342,1.0,7.99,0.1283497884344147,0.6789368106045615
2018-04-17,7.05,7.13,7.01,7.01,15755616,527023694,0,10991759,-0.005673758865248235,-15755616.0,303216505.0,0.09867619541384297,0.30022632656964465,1.0,8.0,0.18896321070234112,0.4922241598355961
2018-08-31,4.35,4.36,4.26,4.33,11742490,420527595,79300,7311165,-0.0045977011494251485,-11742490.0,-15573180.0,0.14446050080339742,0.2590931458224018,1.0,5.01,0.08250000000000002,0.39051495572135075
2018-12-04,4.06,4.11,4.02,4.08,7347587,270207613,222813,7895158,0.0049261083743843415,7347587.0,193445086.0,0.2643355281513377,0.26860995565639034,1.0,4.41,0.09234828496042202,0.3738175482066073
2019-02-11,3.81,3.9,3.77,3.88,9957365,264405495,112000,2263468,0.02645502645502651,9957365.0,178835288.0,0.0592740447463602,0.2700066326581224,1.0,3.9,0.11210762331838575,0.35322520476944086
2019-05-31,4.09,4.13,4.07,4.09,9041100,341726514,131447,5275257,0.0,9041100.0,342459086.0,0.14231100737526273,0.2964211462724018,1.0,4.52,0.026190476190476097,1.4445103601855318
2019-08-29,3.8,3.82,3.73,3.73,15395600,307322629,205853,9350410,-0.02099737532808399,-15395600.0,296507948.0,0.16088556479283064,0.27444151503757186,1.0,4.03,0.08854166666666674,0.43821216379417427
2019-12-18,4.67,4.79,4.67,4.69,10337263,244547946,207300,9283256,-0.012631578947368327,-10337263.0,552230515.0,0.18986006293982235,0.19028868595324397,1.0,4.79,0.06302521008403361,0.23213546198999002
2020-10-19,4.82,5.04,4.81,4.86,26749381,404833780,3775264,12097210,0.010395010395010562,26749381.0,897889028.0,0.09182591157590689,0.26180970440052664,1.0,5.27,0.05219206680584554,0.5743496429632586
2021-02-08,4.5,4.7,4.48,4.5,33108229,421717818,3705217,12015304,0.013513513513513375,33108229.0,914614856.0,0.07906533719337114,0.26364383568841804,1.0,4.78,0.07203389830508478,0.456639223737507
2021-07-02,4.26,4.29,4.22,4.22,11739313,359191655,2968813,3546028,-0.009389671361502372,-11739313.0,968097601.0,0.07099044751862885,0.22447200566209624,1.0,4.55,0.10152284263959399,0.9267486527735045
