day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2018-06-15,19.6,19.78,18.82,19.12,2446982,20.07,19.66,1,3.0,0.39977919135986095,19.3,0.009414225941422494
2018-06-19,18.72,19.3,17.21,19.1,10125381,19.6,19.12,1,3.0,3.1379057957925314,18.84,-0.013612565445026203
2018-08-08,14.32,14.34,13.01,13.05,10722659,14.5,14.31,1,3.0,0.7057254097219736,14.18,0.08659003831417622
2018-12-11,11.21,11.4,11.08,11.24,13571807,11.31,11.29,1,3.0,0.37320740360750326,11.49,0.022241992882562345
2019-04-29,11.26,11.31,10.65,10.83,10803139,11.29,11.22,1,3.0,0.245810191156695,11.16,0.030470914127423754
2019-08-06,8.16,8.16,7.75,7.97,6639318,8.3,8.26,1,3.0,1.2948524697257473,8.03,0.007528230865746499
2019-10-18,8.28,8.33,8.06,8.13,4024912,8.36,8.27,1,3.0,0.8162411154536393,8.15,0.002460024600245969
2019-11-15,7.83,7.84,7.67,7.68,2823418,7.84,7.83,1,3.0,0.7235142765577549,8.33,0.08463541666666674
2020-06-03,9.18,9.56,9.13,9.15,19841974,9.22,9.21,1,3.0,0.9045709089802623,9.43,0.030601092896174853
2021-10-26,8.83,8.89,8.65,8.68,5740118,8.86,8.83,1,3.0,0.4862605288648387,8.68,0.0
2022-01-20,9.98,10.19,9.72,9.78,18197483,10.06,9.94,1,3.0,0.33378984084733454,9.95,0.017382413087934534
2022-01-25,9.55,9.74,9.2,9.23,20849692,9.62,9.54,1,3.0,0.5806725394762688,9.38,0.01625135427952329
