day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2018-01-16,3.36,3.4,3.36,3.4,9387852,3.46,3.38,0,3.0,0.8267530236800529,3.58,0.06547619047619047,3.408
2018-02-02,3.4,3.4,3.33,3.38,14369795,3.45,3.4,1,3.0,0.21604885708493438,3.39,-0.002941176470588225,3.4
2018-03-26,2.96,3.01,2.9,3.0,11951177,3.08,3.0,0,3.0,1.9881434462266427,3.13,0.057432432432432456,3.132
2018-06-20,2.5,2.54,2.47,2.52,11967367,2.72,2.5,0,3.0,1.2872273907852607,2.56,0.02400000000000002,2.838
2018-09-03,2.32,2.32,2.28,2.3,6659429,2.34,2.31,1,3.0,1.2827168489733256,2.35,0.012931034482758674,2.348
2019-08-07,2.53,2.56,2.5,2.51,15768775,2.53,2.53,0,3.0,0.7862703332684964,2.66,0.05138339920948631,2.67
2020-01-22,2.45,2.49,2.42,2.48,17359607,2.48,2.45,0,3.0,0.4308355475660153,2.48,0.012244897959183598,2.51
2020-06-30,1.83,1.85,1.82,1.84,21260206,1.86,1.82,0,3.0,1.1752123361737992,2.27,0.2404371584699454,1.85
2021-07-20,3.72,3.75,3.56,3.66,102535093,3.73,3.73,1,3.0,0.28265255764941344,3.9,0.048387096774193505,3.178
2022-03-10,3.12,3.16,3.06,3.09,47023623,3.17,3.06,0,3.0,0.3608410253818619,3.18,0.019230769230769162,3.098
