day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2017-10-30,17.16,17.19,16.7,17.01,11372817,17.34,17.13,1,3.0,0.2426987134315568,17.45,0.02586713697824794
2018-01-22,14.87,15.0,14.7,14.77,3982551,14.89,14.89,1,3.0,0.4905214157021285,14.91,0.009478672985782088
2018-01-24,14.75,14.85,14.66,14.71,4229232,14.79,14.74,1,3.0,0.23819026271966504,14.76,0.003399048266485405
2018-01-25,14.72,14.76,14.5,14.52,6011032,14.75,14.71,1,3.0,0.4213058068226099,14.64,0.008264462809917328
2018-02-06,12.79,12.79,11.67,11.7,9783741,13.03,12.88,1,3.0,1.7155937048961918,12.05,0.02991452991453003
2018-04-16,13.6,13.67,13.03,13.12,8802529,13.78,13.59,1,3.0,0.5263841193455914,13.88,0.057926829268292845
2018-08-31,9.98,10.05,9.93,9.98,2974501,10.03,9.99,1,3.0,0.34024565529857576,10.06,0.008016032064128265
2019-08-02,16.5,16.5,15.53,16.25,27734004,17.13,16.89,1,3.0,0.7756861895440692,16.96,0.0436923076923077
2019-09-26,16.04,16.08,15.5,15.51,11869007,16.15,16.03,1,3.0,0.28978014200504676,15.7,0.012250161186331265
2019-10-18,15.53,15.69,15.31,15.39,4925156,15.57,15.52,1,3.0,0.3230849656908743,15.9,0.033138401559454245
2020-02-04,11.75,12.73,11.75,12.36,23177966,13.05,13.05,1,3.0,5.046951734933472,13.06,0.05663430420711979
2022-01-27,14.15,14.17,13.65,13.66,6314234,14.22,14.12,1,3.0,0.4581731803994056,14.98,0.09663250366032217
