day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,high_max,pre_close,postive_return,chg1,chg,chg_max,vol_chg,vol_chg_max,vol_chg_comp
2017-11-10,10.5,10.67,10.43,10.62,12495921,338603482,49664,13842569,0.010466222645099776,12495921.0,44848349.0,0.10500161199332424,11.25,10.51,0.0714285714285714,0.011428571428571344,0.010466222645099776,0.03140333660451433,1.65552656411083,0.3970511654877147,4.169554727480215
2018-02-12,9.87,10.0,9.87,9.95,2400604,288252950,0,2016416,0.008105369807497542,2400604.0,79749686.0,0.08454574161157867,10.88,9.87,0.10233029381965575,0.008105369807497542,0.008105369807497542,0.031853281853281845,1.373846677202962,0.46346403761721433,2.964300497329318
2018-04-27,9.52,9.66,9.45,9.61,3103161,295553448,0,1523865,0.01264488935721797,3103161.0,100594985.0,0.0513938904502591,9.99,9.49,0.04936974789915971,0.009453781512605008,0.01264488935721797,0.03664921465968596,1.737761958171986,0.40779230349108375,4.261389789103712
2018-07-24,9.48,9.69,9.41,9.59,11878155,261278936,26700,8621207,0.012671594508975703,11878155.0,135010175.0,0.07600037114195557,10.08,9.47,0.06329113924050622,0.011603375527426074,0.012671594508975703,0.088505747126437,9.444583342191608,0.6125030894947379,15.419650127777434
2019-01-15,9.34,9.52,9.3,9.48,7042868,233648511,36169,6560653,0.010660980810234477,7042868.0,184209300.0,0.09899377728929827,9.6,9.38,0.027837259100642386,0.014989293361884481,0.010660980810234477,0.0234375,1.0413684404941508,0.5076072845127295,2.0515238300683527
2019-06-10,9.4,9.54,9.36,9.53,3723654,267412459,24000,5675828,0.012752391073326264,3723654.0,178170209.0,0.16129767147450316,10.17,9.41,0.08191489361702131,0.01382978723404249,0.012752391073326264,0.025879917184264967,1.7321709769603832,0.4672373276128392,3.707261544813238
2020-04-08,9.38,9.48,9.32,9.46,8315635,186283969,16000,9387896,0.00424628450106157,8315635.0,282820950.0,0.12010055040000335,9.75,9.42,0.03944562899786774,0.008528784648187626,0.00424628450106157,0.02502720348204579,1.5179004884688503,0.4411008769413416,3.4411640688501817
2020-08-12,11.32,11.78,10.98,11.54,21049060,216730000,26900,31990038,0.016740088105726914,21049060.0,408648319.0,0.1335487378263248,14.5,11.35,0.28091872791519434,0.019434628975264934,0.016740088105726914,0.06373008434864103,3.2106375547385007,1.2699764996434264,2.5281078473813943
2020-09-21,13.0,13.77,12.96,13.61,16207100,194916820,38000,11235337,0.036557501904036505,16207100.0,491099483.0,0.05186947217017714,14.84,13.13,0.1415384615384616,0.046923076923076845,0.036557501904036505,0.066612510154346,2.612987110018774,0.41120992002744183,6.354387340277195
2020-11-16,14.44,14.95,14.4,14.78,9823136,205845340,31500,5326903,0.024255024255024127,9823136.0,489181190.0,0.03695272940756777,16.03,14.43,0.11011080332409984,0.023545706371191022,0.024255024255024127,0.038000000000000034,2.3648493255219054,0.4951682435504712,4.775850140480308
2021-01-13,13.3,14.3,13.22,13.85,12196268,272890415,400,15115247,0.039009752438109446,12196268.0,448417162.0,0.09006786238140205,15.07,13.33,0.13308270676691736,0.041353383458646586,0.039009752438109446,0.025352112676056526,1.39408630957712,0.26132882252913037,5.334606018904482
2021-04-02,12.35,12.56,12.2,12.4,7006619,382308097,3900,9408335,0.004048582995951566,7006619.0,420923334.0,0.10846350278478348,13.16,12.35,0.06558704453441311,0.004048582995951566,0.004048582995951566,0.024486571879936858,1.4381186498794922,0.6361280373317044,2.26073772178288
2021-10-20,10.72,10.87,10.72,10.8,2850360,240473862,14500,4715711,0.000926784059314345,2850360.0,446592928.0,0.15325858808821405,10.88,10.79,0.014925373134328401,0.00746268656716409,0.000926784059314345,0.013145539906103343,0.9079245320010325,0.39759868236634643,2.283519971941137
2021-11-09,11.08,11.2,10.88,11.09,9707071,270326399,16900,8285661,0.006352087114337657,9707071.0,456186340.0,0.07731608965661532,12.59,11.02,0.13628158844765337,0.0009025270758122872,0.006352087114337657,0.05555555555555558,3.632520034393809,1.1070364688555414,3.2813011464284663
2022-02-23,11.25,11.36,11.18,11.35,3062502,539973127,28700,2274261,0.017025089605734678,3062502.0,507381403.0,0.06589311018291065,11.85,11.16,0.05333333333333323,0.008888888888888946,0.017025089605734678,0.022510822510822592,0.6916549070397475,0.2435424075607736,2.839977291704944
2022-02-25,11.3,11.64,11.29,11.35,5225055,557019738,18000,11777272,0.00709849157054121,5225055.0,500059138.0,0.19659830989711957,11.4,11.27,0.008849557522123908,0.004424778761061843,0.00709849157054121,0.01846965699208436,3.0970814059876535,0.6916549070397475,4.4777841875553595
2022-03-31,10.32,10.47,10.23,10.36,3692855,489963262,4000,1680630,0.003875968992248069,3692855.0,492049667.0,0.04397132033208114,10.47,10.32,0.014534883720930258,0.003875968992248069,0.003875968992248069,0.015065913370997941,0.886003232976359,0.3073234201884284,2.8829668511209663
