day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2019-01-10,7.7,7.87,7.52,7.62,13430775,283307937,23500,9138993,-0.014230271668822847,-13430775.0,-5190900.0,0.08842776469012718,0.2661279296686457,1.0,7.96,0.08469945355191255,1.4814035466220794
2019-01-17,7.79,7.94,7.55,7.55,15208705,296452445,37298,24895447,-0.027061855670103108,-15208705.0,-19561164.0,0.21135195545181312,0.28146366479334206,1.0,7.94,0.04447439353099725,0.910764067447966
2019-01-30,6.73,6.89,6.73,6.76,2038949,293281849,8098,864482,-0.008797653958944385,-2038949.0,-49363877.0,0.062259048638925875,0.31903073387194375,1.0,7.94,0.03950338600451486,0.28033111316485537
2019-07-03,7.85,7.92,7.8,7.86,5233075,361317261,7000,7199987,-0.007575757575757569,-5233075.0,180974902.0,0.17504600648894286,0.3282235885861596,1.0,8.06,0.16923076923076907,0.4319752337478271
2019-11-07,7.12,7.21,7.09,7.17,1672244,328585603,5700,2100426,0.004201680672268893,1672244.0,239827464.0,0.17567165684306482,0.4381388203674648,1.0,7.46,0.06047197640117985,0.5324823328730404
2019-12-30,7.03,7.04,6.9,7.0,4822200,339756762,6100,9548594,-0.008498583569405027,-4822200.0,248276996.0,0.28409358748309393,0.33745142379675147,1.0,7.34,0.26732673267326734,0.4036009390515882
2020-02-05,6.06,6.27,6.05,6.18,5238479,299338916,6100,4688152,0.02487562189054726,5238479.0,277000429.0,0.1452833229576059,0.34051724137931033,1.0,7.68,0.09170305676855883,3.1655677764565997
2020-02-18,6.74,6.99,6.72,6.92,6536183,292586701,6100,6064633,0.03592814371257491,6536183.0,296014543.0,0.13535455100390353,0.48510986661225325,1.0,7.68,0.17924528301886777,0.9904653039811762
2020-07-03,5.74,5.91,5.74,5.89,6248135,269984175,1900,5351930,0.024347826086956514,6248135.0,285577183.0,0.14704968220027587,0.21518323194663733,1.0,6.28,0.12312811980033289,0.7308868844430652
2020-07-08,6.0,6.12,5.96,6.1,8637109,273478332,0,11867368,0.009933774834437026,8637109.0,291026217.0,0.22748306481833983,0.2303983760901761,1.0,6.21,0.09756097560975596,0.37146760157471537
2020-12-25,9.09,9.65,9.09,9.09,77864287,261520651,3900,100064191,-0.09999999999999998,-77864287.0,793492324.0,0.1371515709756897,0.24216771291129027,1.0,10.6,0.2857142857142858,4.709956589507399
2022-02-22,6.15,6.19,6.11,6.13,3289000,168688715,92500,3582347,-0.00648298217179899,-3289000.0,726251072.0,0.177104118928085,0.34063508155726835,1.0,6.37,0.1200000000000001,0.22299763109033877
