day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2017-10-20,21.08,21.32,20.83,21.22,3161088,21.3,21.08,0,3.0,0.5109218851603265,24.33,0.15417457305502857,
2018-08-03,18.5,18.63,16.88,16.88,31687162,20.13,18.76,1,3.0,2.101983536217487,18.48,-0.00108108108108107,20.138
2018-08-06,16.69,16.84,15.8,16.7,16636667,18.5,16.88,1,3.0,0.3787478464653531,18.48,0.10724985020970634,20.138
2018-10-12,16.3,16.65,15.32,16.45,8134251,16.9,16.25,0,3.0,0.9282069433874953,20.37,0.24969325153374244,17.772000000000002
2019-05-07,24.47,24.73,23.83,24.67,9040482,25.45,24.45,0,3.0,0.36288346424126305,27.46,0.1221904372701268,27.02
2019-05-20,24.38,24.48,23.75,24.2,7321511,25.4,24.38,1,3.0,0.316288269040377,25.56,0.048400328137817805,25.228
2019-11-26,31.85,32.34,31.22,31.41,10686801,33.57,31.61,1,3.0,0.67035773982442,31.52,-0.010361067503924737,32.692
2020-12-01,29.56,30.34,29.48,30.09,13341028,29.76,29.51,0,3.0,0.37762185144832694,30.6,0.03518267929634655,30.887999999999998
2021-10-08,27.95,27.95,27.01,27.01,8340136,27.93,27.61,0,3.0,0.9477749014174783,27.25,-0.025044722719141266,28.336000000000002
2021-12-29,28.62,28.7,27.69,27.86,12350725,29.28,28.61,1,3.0,0.8067665720793056,29.67,0.0366876310272537,28.508000000000003
2021-12-30,27.87,28.25,27.64,28.1,8231518,28.62,27.86,0,3.0,0.3165098228785317,29.67,0.06458557588805158,28.508000000000003
2022-04-26,16.45,16.88,16.0,16.05,13450115,17.81,16.41,1,3.0,0.769159542282777,18.3,0.11246200607902734,19.142
