day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2018-02-07,7.93,7.99,7.53,7.75,4359709,8.02,7.82,1,3.0,1.349852457197796,8.13,0.02522068095838592,8.456000000000001
2018-02-08,7.78,7.93,7.71,7.82,3639730,7.93,7.75,0,3.0,0.3721198116797222,8.28,0.06426735218508983,8.386000000000001
2018-05-31,7.07,7.28,7.07,7.14,4842261,7.35,7.0,0,3.0,0.8056267210510981,7.29,0.03111739745403108,7.8580000000000005
2018-10-17,4.36,4.37,4.19,4.25,3164200,4.38,4.27,1,3.0,0.695607656101656,4.4,0.00917431192660545,4.982
2018-10-19,3.98,4.18,3.92,4.18,3869350,4.24,4.04,0,3.0,0.8258327539346437,4.68,0.1758793969849246,4.506
2019-06-10,6.31,6.56,6.31,6.46,6347423,6.67,6.34,0,3.0,0.256659091170395,7.42,0.17591125198098267,7.288
2019-07-22,7.71,7.76,7.3,7.4,12485464,7.92,7.67,1,3.0,0.3853119275340171,7.8,0.011673151750972721,6.774
2019-11-26,6.93,6.93,6.56,6.82,20294369,7.31,7.18,1,3.0,0.7540470024289414,7.34,0.059163059163059195,7.442
2019-11-27,6.79,6.79,6.55,6.56,16750298,6.93,6.82,1,3.0,0.8611201696491979,7.37,0.0854197349042709,7.408
2020-04-29,8.15,8.22,8.02,8.17,16410245,8.6,8.12,0,3.0,0.4912011150286466,8.57,0.05153374233128827,8.096
2020-05-25,8.05,8.7,7.99,8.22,34167069,8.01,7.92,0,3.0,0.36527500270794966,10.48,0.30186335403726705,8.004
2021-06-02,9.12,9.19,9.09,9.14,3325665,9.23,9.13,0,3.0,0.8244677769732078,9.24,0.013157894736842257,9.18
2021-10-21,7.83,7.86,7.77,7.79,2103372,7.92,7.82,1,3.0,0.39189313871234965,7.88,0.0063856960408683605,7.934
2022-01-26,7.5,7.69,7.45,7.56,3750563,7.77,7.43,0,3.0,0.7407697788130272,7.81,0.04133333333333322,7.7
2022-04-26,6.76,6.88,6.53,6.61,6580466,7.13,6.67,1,3.0,0.3082850227788989,7.3,0.0798816568047338,6.976
