day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2018-03-15,28.1,28.94,28.0,28.45,5769055,29.0,28.51,1,3.0,1.0010620240371506,28.62,0.005975395430580122,29.57
2018-04-17,25.39,26.07,25.0,25.25,4685607,26.54,25.4,1,3.0,1.2238048408848443,26.4,0.045544554455445585,26.485999999999997
2018-07-04,20.79,21.12,20.09,20.44,11855847,21.36,21.65,1,3.0,0.29229565510795985,14.12,-0.3091976516634052,25.286
2018-09-03,10.75,10.75,9.9,10.15,20702801,11.2,10.8,1,3.0,0.7084032742433519,10.57,0.04137931034482767,11.26
2019-06-04,11.25,11.25,10.88,11.1,12970256,11.73,11.2,1,3.0,0.7867754862872947,11.25,0.013513513513513598,12.242
2019-08-02,10.53,10.58,10.15,10.42,15050123,11.21,10.84,1,3.0,0.49842964251933997,10.37,-0.004798464491362786,11.47
2019-08-06,9.66,9.67,9.06,9.51,27449513,10.37,9.86,1,3.0,0.43851468855105047,9.93,0.04416403785488954,11.276
2019-09-26,10.15,10.18,9.83,9.94,17052687,10.44,10.08,1,3.0,0.6101505285182984,10.39,0.04527162977867216,10.076
2020-02-03,10.79,10.91,10.79,10.79,18203700,12.8,11.99,1,3.0,1.0886758265873362,11.36,0.05282669138090834,12.258
2020-03-16,11.5,11.57,10.48,10.9,25734895,11.6,11.46,1,3.0,0.6128655724397616,10.94,0.003669724770642091,11.476
2020-03-17,10.75,10.94,10.29,10.63,15621197,11.5,10.9,1,3.0,0.4772144128497915,10.94,0.029162746942615225,11.476
2020-05-15,11.15,11.2,10.98,11.05,11001131,11.48,11.12,1,3.0,0.24781678603567747,11.25,0.018099547511312153,11.097999999999999
2020-06-12,10.52,10.68,10.52,10.61,16032206,10.86,10.72,1,3.0,0.2228567550571967,10.89,0.02639019792648445,10.86
2020-09-25,10.12,10.16,9.72,9.88,21371746,10.29,10.11,1,3.0,0.3462992069863229,9.95,0.007085020242914908,10.554
2020-09-28,9.83,9.95,9.74,9.79,8670309,10.12,9.88,1,3.0,0.8609046897584591,9.94,0.01532175689479054,10.527999999999999
2020-10-26,9.23,9.23,9.05,9.1,9746393,9.48,9.26,1,3.0,0.2693167644098493,9.24,0.015384615384615552,9.78
2020-12-24,9.06,9.06,8.78,8.93,12394209,9.17,9.07,1,3.0,0.5779802762954822,9.16,0.025755879059350617,9.41
2021-04-13,7.59,7.59,7.4,7.49,8225704,7.64,7.5,1,3.0,0.29852520366815694,7.71,0.029372496662216196,7.59
2021-04-27,7.43,7.53,7.33,7.38,7493881,7.59,7.46,1,3.0,0.2822253162832713,7.49,0.014905149051490652,7.546
2021-07-20,6.77,6.81,6.71,6.78,5097116,6.9,6.81,1,3.0,0.26464926547127043,6.84,0.008849557522123908,6.946
2021-09-22,6.9,7.04,6.85,7.0,8712324,7.23,7.04,1,3.0,0.38781102368801657,7.14,0.020000000000000018,7.3
2021-10-28,5.97,5.98,5.74,5.82,16411652,6.31,5.97,1,3.0,1.6208757351872438,5.98,0.027491408934708028,6.76
2022-03-09,5.63,5.66,5.24,5.42,10622430,5.78,5.6,1,3.0,0.4025620027863521,5.55,0.023985239852398532,5.864
2022-04-26,5.05,5.06,4.73,4.75,9148400,5.24,4.97,1,3.0,0.33260944373713563,5.09,0.07157894736842096,5.336
