day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2018-10-12,3.7,3.75,3.6,3.73,13628588,451339004,297995,8963984,0.01084010840108407,13628588.0,290345697.0,0.17897520416112742,0.2920777594534337,1.0,4.44,0.052896725440805925,1.1726467689020765
2019-01-31,3.88,3.95,3.87,3.91,9563922,396832775,126753,10241781,0.0077319587628865705,9563922.0,402167926.0,0.2738815027896791,0.38168933968614854,1.0,3.95,0.019512195121951237,0.525466299572015
2019-06-28,4.66,4.67,4.6,4.61,5997374,379336121,171536,7135357,-0.014957264957264793,-5997374.0,796818212.0,0.2566875683317089,0.2566875683317089,1.0,4.81,0.1743341404358354,0.3263346232405462
2019-07-02,4.7,4.75,4.66,4.73,12072692,385738783,159936,11324449,0.006382978723404209,12072692.0,819893031.0,0.1993670264786268,0.27419203798801606,1.0,4.81,0.16586538461538458,0.8344907287756276
2019-09-19,4.43,4.46,4.37,4.44,16578693,318277608,176708,11342296,0.006802721088435382,16578693.0,853219824.0,0.15496013265889938,0.26732175065213193,1.0,4.46,0.022222222222222143,1.5456312554287357
2019-11-19,3.77,3.85,3.76,3.83,9198509,342036377,59161,5328869,0.01591511936339529,9198509.0,768809042.0,0.15225197864077827,0.33374936569031477,1.0,4.03,0.012787723785166127,0.5261842691049812
2020-05-06,4.13,4.14,4.07,4.13,12383286,275176844,944825,8935216,-0.004819277108433884,-12383286.0,871155321.0,0.1757745483923325,0.2516420718291105,1.0,4.21,0.026252983293555854,0.6063870780316849
2020-07-01,4.46,4.57,4.43,4.52,14479387,241373754,1468494,14940622,0.01118568232662187,14479387.0,932045612.0,0.22930102097707744,0.2427652815489041,1.0,4.57,0.04800000000000004,2.423944052185641
2020-11-24,5.96,5.98,5.78,5.83,10332345,184151055,1714264,3360884,-0.020168067226890796,-10332345.0,1383210080.0,0.05531937924688207,0.06873243611247228,1.0,6.24,0.06896551724137923,0.7066572054478051
2020-11-27,5.57,5.68,5.56,5.62,8706912,185077141,1683164,1089374,0.010791366906474975,8706912.0,1369105924.0,0.022262633415335683,0.0909798074980158,1.0,6.23,0.02977232924693518,0.37826784089142595
2021-01-06,4.48,4.55,4.3,4.34,29204951,192162221,2349380,17452204,-0.03125000000000011,-29204951.0,1193131827.0,0.13504562647459337,0.13504562647459337,1.0,5.08,0.009920634920634885,0.4573887811232138
2021-03-08,4.56,4.65,4.4,4.48,31000150,231460222,2688042,22423504,-0.013215859030836885,-31000150.0,1284986695.0,0.15985311352485615,0.15985311352485615,1.0,5.07,0.02586206896551735,0.32551766727193776
2021-05-11,4.23,4.25,4.19,4.24,8462930,272160126,2999012,3274153,0.0023640661938533203,8462930.0,1171437432.0,0.09167813509156124,0.2751066987899783,1.0,4.29,0.028169014084507005,0.2909974811505054
2021-06-16,4.08,4.12,4.07,4.07,5873627,275905096,1483414,2825511,-0.004889975550122161,-5873627.0,1181340925.0,0.11747264104283027,0.5487626861525047,1.0,4.38,0.012345679012345734,0.34229904503320174
2022-01-12,3.57,3.58,3.47,3.51,55594331,250447000,3369585,20921592,-0.0303867403314918,-55594331.0,1098721497.0,0.10675914787526301,0.2460197370778781,1.0,3.79,0.1144578313253013,0.4133247238423632
