day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum
2017-11-29,11.98,12.02,11.83,11.96,2744564,11.87,12.0,-0.042755349388765795,0,0.0,1477878.0997582977,,False,12.81,0.06928213689482465,0,18,0,5,-5,-0.0033333333333332993,0,20,0,1,-1
2018-03-15,11.37,11.46,11.1,11.19,4706023,11.34,11.39,-0.3016913202851448,0,1.0,3114813.8711652886,1116484.9182030566,False,12.28,0.08003518029903245,0,57,0,5,-5,-0.017559262510974616,0,54,0,1,-1
2018-10-22,8.02,8.44,8.0,8.34,12692727,7.54,8.18,0.3357295178473634,0,2.0,3683374.47176329,328388.24655717076,False,8.64,0.07730673316708248,116,0,5,0,5,0.019559902200489088,112,0,2,0,2
2019-03-15,9.48,9.75,9.48,9.6,9710262,9.85,9.47,-0.21391117856954633,0,2.0,5533116.02440639,681288.8833981316,False,10.16,0.07172995780590719,0,182,0,5,-5,0.01372756071805692,160,0,1,0,1
2019-04-12,11.15,11.49,10.65,10.8,30788835,10.41,10.63,0.6390208728874982,0,0.0,8390082.618591929,1292967.5762237047,False,10.76,-0.034977578475336335,175,0,5,0,5,0.015992474129821188,170,0,2,0,2
2019-08-22,11.15,11.26,10.9,11.13,13893219,11.09,11.2,-0.12191865807167956,0,0.0,8240000.666146676,618816.1629696635,False,11.77,0.05560538116591918,0,243,0,5,-5,-0.006249999999999867,0,224,0,1,-1
2020-02-07,15.4,15.73,14.16,14.24,63085346,16.28,15.73,0.117186985881639,1,0.0,11932509.562893828,2950045.511966456,False,16.02,0.04025974025974022,261,0,5,0,5,-0.09472345835982199,0,282,0,2,-2
2021-03-15,8.28,8.28,8.07,8.16,8087955,8.19,8.18,-0.06837860345858304,0,1.0,4808158.88412789,2168430.090385054,False,8.63,0.04227053140096637,0,444,0,5,-5,-0.0024449877750610804,0,429,0,1,-1
2021-06-07,8.97,8.98,8.85,8.9,7844142,8.99,8.98,-0.07774870353379038,1,1.0,2282521.4592767223,2197493.782413723,False,9.01,0.004459308807134743,0,476,0,5,-5,-0.008908685968819552,0,458,0,1,-1
2021-07-22,9.44,9.52,9.25,9.46,15152737,9.58,9.41,-0.1010638752276597,0,0.0,5272896.998495834,519300.525327703,False,9.45,0.0010593220338983578,0,495,0,5,-5,0.005313496280552776,427,0,1,0,1
2021-12-03,10.81,10.84,10.35,10.47,36558537,11.52,10.68,-0.3671343671994912,1,2.0,21358149.70334735,2006115.2640579725,False,10.55,-0.02405180388529138,0,546,0,5,-5,-0.019662921348314488,0,515,0,4,-4
2021-12-06,10.49,10.55,10.07,10.09,33713921,10.81,10.47,-0.0778098970426524,1,3.0,14756572.799441518,2356259.0636053844,False,10.4,-0.008579599618684486,0,547,0,6,-6,-0.03629417382999056,0,516,0,5,-5
2021-12-07,10.09,10.18,9.86,9.95,26141138,10.49,10.09,-0.22461887479655662,1,3.0,15498547.787225664,2494683.230074011,False,10.4,0.0307234886025769,0,548,0,7,-7,-0.013875123885034757,0,517,0,6,-6
2021-12-08,9.96,10.04,9.9,9.95,23138795,10.09,9.95,-0.11485127388103766,0,3.0,13606028.882793853,2503999.3894960927,False,10.58,0.06224899598393563,0,549,0,8,-8,0.0,0,0,0,0,0
2022-05-13,18.77,19.79,17.25,17.53,119572905,18.36,18.57,0.26150170528056615,0,0.0,34666118.69201443,2828511.3759287894,False,19.1,0.017581246670218542,508,0,5,0,5,-0.05600430802369405,0,565,0,1,-1
2022-05-27,16.15,16.54,15.72,16.0,35287851,16.36,16.25,-0.10858842354909759,1,0.0,13005261.876468737,2828511.3759287894,False,15.88,-0.01671826625386985,0,611,0,5,-5,-0.01538461538461533,0,570,0,2,-2
