day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2017-11-28,17.96,18.44,17.5,18.25,4095970,19.2,18.93,1,3.0,2.1795677122470143,18.79,0.029589041095890334,20.504
2017-12-22,19.4,19.55,19.13,19.15,2432964,19.66,19.31,1,3.0,0.3430659674303065,19.44,0.015143603133159322,18.632
2017-12-26,18.69,18.74,17.7,17.96,5640901,19.16,18.69,1,3.0,1.5975041235698741,18.27,0.01726057906458789,18.596
2018-03-16,17.87,17.99,17.54,17.57,1081100,17.88,17.87,1,3.0,0.49672578255873523,18.4,0.04723961297666457,16.752000000000002
2018-06-19,24.0,25.1,23.15,24.14,9165798,25.98,25.46,1,3.0,0.4229185282792274,25.42,0.05302402651201321,22.128
2019-02-22,18.55,18.78,18.03,18.3,6177833,18.78,18.66,1,3.0,0.715347611623474,19.15,0.04644808743169393,15.597999999999999
2019-09-17,21.63,21.88,21.24,21.36,6407421,22.37,21.95,1,3.0,0.2487772259204717,22.48,0.05243445692883908,19.75
2019-10-24,22.03,22.16,21.1,21.28,10464329,22.51,22.26,1,3.0,0.9355357745645227,22.75,0.06907894736842102,21.758000000000003
2019-11-22,22.44,22.7,21.64,21.83,8313489,22.75,22.45,1,3.0,0.8562488696370558,22.06,0.010535959688502183,22.439999999999998
2020-02-03,18.12,18.49,18.12,18.12,12155190,20.7,20.13,1,3.0,0.9748111936170161,20.33,0.12196467991169957,20.786
2021-02-24,43.05,43.28,40.08,40.86,14660565,43.56,43.0,1,3.0,0.4148567942163346,41.71,0.020802741067058372,42.620000000000005
2021-06-10,28.76,29.05,28.39,28.43,7759593,29.1,28.89,1,3.0,0.3035176664466026,28.69,0.009145269081955787,30.145999999999997
2021-06-15,28.21,28.6,27.38,27.43,8149875,28.43,28.26,1,3.0,0.41101118074707177,27.95,0.018957345971563955,29.912
2021-07-19,27.1,27.36,25.44,26.06,18057346,27.56,27.45,1,3.0,0.7663191873346278,26.29,0.00882578664620115,25.926
2021-12-21,24.04,24.85,23.88,24.05,10584461,24.48,24.3,1,3.0,0.3842101250351302,25.48,0.05945945945945952,24.186
2022-01-10,23.7,23.7,21.35,22.14,22990401,23.83,23.59,1,3.0,1.3736993536608897,23.0,0.038843721770551065,23.846
2022-01-18,21.41,21.74,20.68,20.8,17200833,21.6,21.43,1,3.0,1.7269052614357223,20.77,-0.0014423076923077982,22.580000000000002
2022-03-07,19.96,19.97,18.84,19.06,10723732,20.05,20.0,1,3.0,0.9151740978552694,19.34,0.014690451206715638,19.156
