day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2017-11-02,14.11,14.31,13.69,13.81,26572422,14.44,14.14,1,3.0,0.3209223024982344,14.59,0.05648081100651692
2017-11-17,16.65,17.26,16.51,16.51,56973570,16.72,16.6,1,3.0,0.6344803891569564,17.88,0.08298001211387018
2018-01-08,18.75,18.75,17.96,18.69,47071235,19.07,18.72,1,3.0,0.8470442985098428,19.05,0.019261637239165408
2018-08-01,13.93,13.93,13.28,13.5,18125352,14.0,13.94,1,3.0,1.000013461898139,13.45,-0.0037037037037037646
2018-08-06,12.81,12.9,12.15,12.37,14338390,13.08,12.81,1,3.0,0.22680026202057002,13.48,0.08973322554567509
2018-10-10,11.03,11.04,9.9,9.91,75013868,11.1,11.0,1,3.0,1.868818461495393,9.68,-0.02320887991927345
2019-01-03,9.7,9.87,9.01,9.34,27220136,9.98,9.66,1,3.0,0.5725043045790439,10.35,0.10813704496788001
2019-06-06,11.06,11.13,10.6,10.84,28423314,11.25,11.09,1,3.0,1.1562875879151822,11.29,0.04151291512915112
2019-12-23,11.8,11.94,11.69,11.69,18873738,11.93,11.89,1,3.0,0.25713638287387997,11.8,0.009409751924722043
2019-12-25,11.61,11.61,11.37,11.42,29590609,11.7,11.62,1,3.0,0.3990659027801122,11.68,0.022767075306479923
2021-04-12,13.52,13.59,12.98,13.07,65325728,13.77,13.59,1,3.0,0.27785765643967464,13.27,0.015302218821729108
2021-10-12,15.79,16.24,14.96,15.38,149119617,16.2,15.94,1,3.0,0.40824488512188295,16.4,0.06631989596879051
2021-12-03,17.6,17.63,16.83,17.43,142619496,17.91,17.62,1,3.0,0.5182276100130221,18.58,0.06597819850831899
2022-03-08,14.41,14.56,13.71,13.73,65359176,15.0,14.53,1,3.0,0.22608834486848273,14.43,0.050983248361252675
2022-03-28,12.99,13.12,12.7,13.1,61408625,13.67,13.44,1,3.0,0.630422041314455,13.4,0.022900763358778775
