day,open,high,low,close,volume,vol_chg,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum,high_max,positive_return
2017-12-21,7.78,7.85,7.71,7.79,6250106,-0.016615919664075385,0,29,0,5,-5.0,0.005161290322580614,25,0,1,0,1.0,7.95,0.02185089974293053
2018-05-07,5.68,5.73,5.62,5.71,6118952,-0.16714278325398058,0,78,0,5,-5.0,0.010619469026548645,72,0,1,0,1.0,5.85,0.029929577464788748
2018-08-29,4.29,4.34,4.23,4.33,21637708,-0.034741865801613314,0,118,0,5,-5.0,0.0046403712296985145,107,0,3,0,3.0,4.4,0.025641025641025772
2018-08-30,4.35,4.37,4.15,4.16,15302600,-0.2927809174613134,0,119,0,6,-6.0,-0.03926096997690531,0,96,0,1,-1.0,4.4,0.011494252873563315
2018-08-31,4.19,4.24,4.14,4.16,8898738,-0.41848195731444326,0,120,0,7,-7.0,0.0,0,0,0,0,0.0,4.4,0.05011933174224348
2018-11-28,4.26,4.35,4.21,4.32,11452084,-0.14920667373080465,0,152,0,5,-5.0,0.018867924528301883,138,0,1,0,1.0,4.57,0.07276995305164324
2018-11-29,4.34,4.43,4.26,4.26,10983865,-0.040885047647223005,0,153,0,6,-6.0,-0.01388888888888895,0,120,0,1,-1.0,4.57,0.05299539170506917
2018-11-30,4.24,4.25,4.13,4.23,9687724,-0.11800409054554117,0,154,0,7,-7.0,-0.00704225352112664,0,121,0,2,-2.0,4.57,0.0778301886792454
2019-06-05,5.33,5.34,5.21,5.25,8431550,-0.2848315464477166,0,223,0,5,-5.0,-0.0019011406844106071,0,177,0,3,-3.0,5.31,-0.0037523452157599557
2019-12-24,4.7,4.81,4.69,4.78,7779961,-0.11725469372101704,0,298,0,5,-5.0,0.014861995753715496,257,0,1,0,1.0,5.2,0.1063829787234043
2020-07-31,5.15,5.23,5.07,5.18,13831762,-0.20244568311973654,0,378,0,5,-5.0,0.005825242718446422,325,0,1,0,1.0,8.08,0.5689320388349515
2020-12-09,7.55,7.57,7.27,7.34,20553779,-0.06893961573165608,0,425,0,5,-5.0,-0.025232403718459584,0,357,0,1,-1.0,8.16,0.08079470198675498
2020-12-10,7.35,7.41,7.24,7.37,13357126,-0.3501377046041022,0,426,0,6,-6.0,0.004087193460490468,366,0,1,0,1.0,8.4,0.14285714285714302
2021-04-01,7.58,7.64,7.45,7.5,14312250,-0.2628743781576889,0,465,0,5,-5.0,-0.011857707509881354,0,394,0,2,-2.0,7.55,-0.00395778364116095
2021-09-08,10.54,10.6,10.38,10.42,18849253,-0.2949972028793829,0,525,0,5,-5.0,-0.011385199240986688,0,445,0,1,-1.0,10.99,0.04269449715370022
2021-12-06,12.33,12.44,12.18,12.21,13048270,-0.005880255086091912,0,557,0,5,-5.0,-0.009732360097323589,0,477,0,1,-1.0,12.3,-0.0024330900243308973
