day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return
2017-12-04,7.85,7.88,7.55,7.56,28297071,8.02,7.98,1.0942466348337834,1,1.0,7109249.492002583,2719779.305788935,True,7.62,-0.029299363057324834
2017-12-19,7.48,7.55,7.44,7.52,19383111,7.41,7.44,0.5517040387463474,0,0.0,2819647.8111146246,2420044.8619777076,True,8.0,0.06951871657753994
2018-02-26,7.38,7.55,7.3,7.5,21612850,7.27,7.33,0.5656323458569819,0,1.0,4463721.786513912,4258513.695080058,True,7.77,0.05284552845528445
2018-03-21,7.31,7.54,7.3,7.34,21332952,7.29,7.31,0.8341936141751767,0,2.0,4370204.352053699,3411028.047744539,True,7.43,0.01641586867305067
2018-07-06,5.45,5.6,5.35,5.51,9233271,5.48,5.44,0.7338440633967773,0,2.0,1667844.4286277485,2041634.4705440297,True,5.67,0.04036697247706411
2018-07-20,5.45,5.67,5.42,5.62,12738800,5.52,5.45,1.8984095925007396,0,1.0,3805251.529634071,1666986.9911345132,True,5.87,0.07706422018348613
2018-08-02,5.54,5.58,5.19,5.31,12672094,5.65,5.55,1.006792829316188,1,1.0,2971657.6834133808,1627279.6803053156,True,5.39,-0.027075812274368283
2018-09-10,5.08,5.08,4.9,4.9,6900900,5.07,5.07,0.8395041983206717,0,1.0,1318394.26252465,282130.4252707001,True,5.18,0.019685039370078705
2018-12-13,5.01,5.13,4.95,5.08,16495209,4.97,5.0,0.7866653307915601,0,1.0,3635410.7876568064,3827481.051527519,True,5.06,0.009980039920159722
2018-12-25,4.82,4.84,4.58,4.73,14633281,4.89,4.88,1.2928608518880758,1,1.0,3883140.694465951,3257447.7867649123,True,5.33,0.10580912863070524
2019-01-03,4.67,4.93,4.66,4.8,18758296,4.73,4.68,1.0620316792453597,0,0.0,4596824.587673588,3191762.050125265,True,5.33,0.1413276231263383
2019-02-13,5.13,5.41,5.1,5.3,46760500,5.09,5.12,2.172664732375089,0,0.0,15530493.286721768,3275750.8553239,True,7.15,0.39376218323586754
2019-03-29,6.69,7.16,6.69,7.15,81515724,6.7,6.67,1.4855154871867424,0,2.0,21032800.889443025,12209211.950991372,True,7.98,0.1928251121076232
2019-05-27,6.13,6.35,6.08,6.31,24939144,6.13,6.11,1.0260589039571246,0,1.0,5022981.8303529825,4623431.118372046,True,6.35,0.03588907014681886
2019-07-30,6.46,6.62,6.45,6.54,15426897,6.52,6.46,0.918426593671376,0,1.0,3884980.106339655,4092433.585301911,True,6.56,0.015479876160990669
2019-08-02,6.31,6.33,6.15,6.25,20239726,6.51,6.46,0.7391538145985379,1,1.0,4840172.516874711,3453648.0494814636,True,6.28,-0.004754358161648042
