day,open,high,low,close,volume,vol_chg,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum,high_max,positive_return
2017-11-06,8.4,8.54,8.37,8.54,6018195,-0.12388272462770589,0,12,0,5,-5.0,0.014251781472683911,6,0,1,0,1.0,8.53,0.015476190476190421
2017-11-28,8.47,8.58,8.41,8.56,11078895,-0.1798682432039792,0,22,0,5,-5.0,0.010625737898465104,15,0,1,0,1.0,9.2,0.08618654073199505
2017-12-12,8.78,8.85,8.7,8.7,9190125,-0.07708838300050047,0,29,0,5,-5.0,-0.011363636363636576,0,22,0,1,-1.0,9.44,0.0751708428246014
2018-05-04,10.05,10.15,9.92,10.1,20060823,0.2506616514240998,62,0,5,0,5.0,0.014056224899598346,70,0,4,0,4.0,10.48,0.042786069651741254
2018-07-12,5.87,6.03,5.85,5.95,8173127,-0.0389916635909312,0,102,0,5,-5.0,0.017094017094017255,92,0,1,0,1.0,6.14,0.04599659284497437
2020-04-27,5.62,5.72,5.61,5.67,15069651,-0.22158758589917937,0,337,0,5,-5.0,0.010695187165775222,286,0,1,0,1.0,5.82,0.03558718861209975
2021-03-23,4.37,4.37,4.3,4.34,16552269,-0.16202914645307465,0,456,0,5,-5.0,-0.004587155963302836,0,431,0,1,-1.0,4.33,-0.009153318077803174
2021-06-30,2.95,2.96,2.93,2.95,16366288,-0.24813539388816408,0,495,0,5,-5.0,0.003401360544217802,392,0,1,0,1.0,3.04,0.03050847457627115
2022-03-18,1.8,2.0,1.76,2.0,157277898,0.47550571950454645,490,0,5,0,5.0,0.09890109890109877,460,0,3,0,3.0,2.4,0.33333333333333326
2022-03-21,1.98,2.12,1.92,2.04,196009591,0.24626278385282085,491,0,6,0,6.0,0.020000000000000018,461,0,4,0,4.0,2.4,0.21212121212121215
2022-03-22,1.97,2.21,1.93,2.06,245513474,0.2525584730188024,492,0,7,0,7.0,0.009803921568627416,462,0,5,0,5.0,2.55,0.29441624365482233
2022-04-18,2.01,2.05,1.95,1.95,169170931,-0.19091578713139723,0,597,0,5,-5.0,-0.044117647058823595,0,573,0,2,-2.0,2.04,0.014925373134328401
