day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2018-07-20,58.79,58.92,56.11,57.79,6877020,60.1,58.7,1,3.0,0.643463791206861,59.98,0.037895829728326724,59.068
2018-10-10,48.05,48.08,44.89,45.1,7318283,48.36,47.86,1,3.0,2.299646647570516,45.18,0.0017738359201773246,46.646
2019-07-25,60.5,60.54,58.37,59.65,6544049,61.5,60.35,1,3.0,0.23677250152185758,63.69,0.06772841575859179,59.914
2019-09-24,59.29,60.16,58.53,58.79,6535553,60.4,59.27,1,3.0,0.8303487310469213,58.85,0.0010205817315871446,60.07
2020-01-23,53.2,53.4,50.43,51.0,5978613,54.11,53.74,1,3.0,0.2198355778006158,46.85,-0.08137254901960778,52.516000000000005
2020-02-04,42.51,46.85,42.51,44.49,13005695,45.9,45.9,1,3.0,7.73217067275413,44.63,0.003146774556080034,51.828
2020-03-19,37.01,37.64,34.8,36.76,8059568,38.71,37.38,1,3.0,0.5547606003318029,38.2,0.03917301414581087,43.32
2021-03-02,56.9,58.01,54.82,55.2,6587911,57.6,56.8,1,3.0,0.25799500232392325,57.96,0.050000000000000044,61.726
2022-03-15,62.83,62.83,59.2,59.2,23299421,70.15,65.78,1,3.0,1.4418074015851183,59.05,-0.002533783783783883,71.228
2022-03-16,58.51,59.0,53.67,56.76,31419587,62.83,59.2,1,3.0,0.34851363902991417,59.2,0.042988019732205895,71.228
2022-03-28,54.3,55.1,52.99,54.38,10111199,56.5,55.18,1,3.0,0.24295255102661728,55.32,0.017285766826038884,57.92
