day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return
2018-01-25,15.2,15.4,15.1,15.1,10452556,15.28,15.2,0.5479615221996708,1,0.0,1709314.2881305546,1370769.749172465,True,15.54,0.022368421052631593
2018-04-02,13.52,13.97,13.38,13.54,11584593,13.19,13.42,0.5344378495074857,0,1.0,2362600.821381635,1462164.500697229,True,13.99,0.034763313609467605
2018-05-07,12.67,12.94,12.58,12.86,6544578,12.6,12.57,1.0434341273942427,0,0.0,1391845.099940246,755085.0315755797,True,13.78,0.08760852407261233
2018-07-10,9.45,10.37,9.42,10.37,23472252,9.22,9.43,5.439868592095004,0,1.0,8661661.903559268,976227.288145647,True,10.52,0.11322751322751334
2018-12-25,7.0,7.02,6.66,6.85,6302633,7.06,7.1,1.4807880257122692,1,0.0,1662190.4660738353,598552.7986779418,True,7.19,0.027142857142857135
2019-01-04,6.6,6.86,6.56,6.85,4589345,6.63,6.67,0.682465401888003,0,0.0,777816.7207152686,533752.5718343261,True,7.27,0.10151515151515156
2019-01-18,7.09,7.27,7.02,7.25,8041017,7.11,7.07,1.5216230048299906,0,1.0,2187064.2855394655,433428.90432767064,True,7.39,0.042313117066290484
2019-04-01,8.45,8.84,8.44,8.8,14269569,8.25,8.42,0.6530352590211883,0,1.0,2510154.459258167,2505761.831847349,True,9.21,0.08994082840236706
2019-05-10,7.43,7.6,7.33,7.57,6351999,7.43,7.38,0.5323375871468892,0,1.0,1889751.6196197912,2216843.930226739,True,8.33,0.12113055181695831
2019-05-16,7.55,8.07,7.52,8.0,12386301,7.5,7.56,2.1298874243289894,0,1.0,3428648.311393737,1771614.1071637545,True,8.33,0.10331125827814569
2019-08-19,7.15,7.27,7.13,7.27,3971720,7.04,7.15,0.8937264221114345,0,1.0,805733.8543925154,259145.16164635585,True,7.35,0.027972027972027913
2019-09-25,7.15,7.47,7.06,7.25,7646481,7.2,7.16,2.0573388910546675,0,1.0,2249680.977712222,445932.0066217112,True,7.26,0.01538461538461533
2019-10-14,7.18,7.21,7.15,7.18,3861415,7.12,7.15,1.0790430645710125,0,0.0,1001149.6985459363,445932.0066217112,True,7.16,-0.0027855153203342198
2019-12-16,6.85,6.95,6.81,6.95,4027151,6.75,6.83,0.7135595044947869,0,1.0,836058.5609115076,607731.2842205937,True,7.81,0.14014598540145995
2020-05-18,7.07,7.15,7.0,7.03,7995710,6.91,6.93,1.8738783165277,0,0.0,2166772.720601639,877312.0560198346,True,7.63,0.07920792079207906
2020-09-08,9.01,9.05,8.59,8.84,12332239,9.08,8.96,0.7271283867908329,1,1.0,2886679.2579226308,3301776.94120316,True,9.38,0.04106548279689237
2020-09-17,8.38,8.75,8.32,8.6,11986835,8.45,8.38,1.3257560411893632,0,0.0,2845317.5749709914,2342972.0695666047,True,9.81,0.1706443914081146
2020-11-04,10.87,10.88,10.02,10.12,38896708,9.01,9.89,8.232730306687888,0,1.0,15542231.207206506,868926.1260264319,True,13.54,0.2456301747930083
2021-02-22,15.88,16.99,15.84,16.58,45242248,15.69,15.5,0.5959437668722807,0,1.0,7293759.622575044,5483006.012314011,True,16.73,0.05352644836272047
2021-03-03,14.79,15.98,14.71,15.87,29071538,15.38,14.78,1.0815293412089786,0,1.0,6176251.124598524,5234018.052645393,True,15.65,0.05814739688979054
2021-03-18,14.6,15.79,14.45,15.79,37414089,14.12,14.35,1.7877741039545034,0,0.0,11366889.730374895,3152988.4531186232,True,16.15,0.1061643835616437
2021-12-10,51.48,55.06,51.3,54.93,61508573,53.66,52.25,0.8156408200711631,0,1.0,12980563.65440731,5291826.971757519,True,55.32,0.07459207459207473
