day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2017-11-17,51.8,52.78,50.81,51.03,3220878,52.65,51.8,1,3.0,0.24322271281393903,52.0,0.01900842641583389
2017-12-18,41.92,42.38,40.82,41.33,2454808,42.09,41.68,1,3.0,0.3933704435918961,41.98,0.01572707476409385
2018-03-19,35.65,35.85,35.06,35.13,3579926,35.9,35.66,1,3.0,0.4559327231303689,35.72,0.016794762311414635
2018-03-23,33.2,33.26,31.7,31.88,4778621,34.6,34.29,1,3.0,1.3357836811624808,33.42,0.048306148055207165
2018-04-18,32.36,32.48,31.33,31.86,2865066,32.46,32.0,1,3.0,0.3205503318584071,32.6,0.02322661644695545
2018-09-03,26.35,26.5,26.02,26.3,1251220,26.44,26.43,1,3.0,0.4077632763276329,26.83,0.020152091254752813
2019-06-05,25.25,25.38,24.6,24.61,3136390,25.59,25.1,1,3.0,0.2992033841365287,24.85,0.009752133279154807
2020-09-07,55.46,55.9,52.85,52.85,2753972,55.66,55.3,1,3.0,0.39053537671066874,53.29,0.008325449385051975
2021-05-13,45.0,45.01,41.87,42.15,10513762,46.57,45.32,1,3.0,0.5534619314900984,43.9,0.04151838671411623
2022-03-09,37.69,38.15,35.44,37.18,9215988,38.82,37.9,1,3.0,0.3564279624102944,38.88,0.04572350726196883
2022-03-28,37.42,37.42,36.42,36.75,4928138,38.38,37.62,1,3.0,0.3819125942326955,38.05,0.03537414965986385
2022-04-21,33.8,34.1,32.58,32.77,4239808,34.4,34.07,1,3.0,0.28414161694683315,32.67,-0.0030515715593530945
2022-04-25,31.3,31.39,28.89,28.9,8193869,32.44,32.1,1,3.0,1.5384967608399789,31.24,0.0809688581314878
