day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum
2017-12-05,25.76,25.98,25.03,25.48,642200,26.63,25.86,-0.24703951225231557,1,0.0,479135.28344821394,160028.22274408388,False,27.48,0.06677018633540377,0,25,0,5,-5,-0.014694508894044778,0,26,0,2,-2
2018-11-05,8.29,9.09,8.18,9.09,10341250,8.18,8.26,0.02159513566111637,0,0.0,1259812.931485593,1340893.1730174625,False,9.4,0.13389626055488546,122,0,5,0,5,0.1004842615012107,114,0,2,0,2
2018-11-06,9.4,9.4,8.6,8.79,18225725,8.29,9.09,0.7624295902332889,0,0.0,3986423.3932310203,1340893.1730174625,True,9.32,-0.008510638297872353,123,0,6,0,6,-0.03300330033003307,0,141,0,1,-1
2018-12-11,8.51,8.63,8.36,8.48,5158583,8.7,8.4,-0.31162520026400287,0,1.0,2559132.4889996066,1488616.8420976351,False,9.28,0.09048178613395996,0,152,0,5,-5,0.00952380952380949,127,0,1,0,1
2019-03-25,9.6,10.0,9.51,9.91,5841856,10.02,9.84,-0.19195464654129524,0,3.0,1679820.9859184609,999530.4179340816,False,13.01,0.35520833333333335,0,191,0,5,-5,0.007113821138211351,160,0,1,0,1
2019-04-16,11.23,11.75,11.12,11.69,16017830,11.28,11.31,-0.040502624299298295,0,1.0,11390972.968319662,838794.9756230317,False,12.19,0.08548530721282277,0,199,0,5,-5,0.033598585322723196,169,0,3,0,3
2019-10-09,8.58,8.6,8.46,8.6,2013797,8.47,8.59,-0.05747104379925194,0,0.0,923698.7739652746,581961.9257275215,False,8.79,0.02447552447552437,0,269,0,5,-5,0.0011641443538998875,222,0,2,0,2
2020-02-26,7.27,7.32,7.1,7.17,7063959,7.03,7.21,0.04755130495338644,0,1.0,955767.5675308623,379758.6824500732,False,7.42,0.02063273727647874,254,0,5,0,5,-0.00554785020804438,0,305,0,2,-2
2020-05-20,6.29,6.58,6.25,6.44,9470266,6.03,6.32,0.2198882835275653,0,0.0,3517944.5680351444,238611.1770482607,False,7.03,0.11764705882352944,283,0,5,0,5,0.018987341772152,285,0,2,0,2
2020-07-03,7.25,7.42,7.17,7.25,8508983,7.15,7.29,-0.18098568170685658,0,0.0,2621163.629336612,1362144.7388398277,False,8.16,0.12551724137931042,0,367,0,5,-5,-0.005486968449931462,0,349,0,1,-1
2020-09-01,8.57,8.75,8.53,8.64,2318876,8.75,8.51,-0.06124347561713683,0,0.0,607829.9728776538,2452958.3203015984,False,9.13,0.06534422403733964,0,392,0,5,-5,0.015276145710928501,322,0,1,0,1
2021-11-16,8.0,8.15,7.81,7.85,21090813,8.18,8.09,-0.1462927786358147,1,0.0,11743184.526197538,426650.425308648,False,9.01,0.12624999999999997,0,554,0,5,-5,-0.02966625463535233,0,518,0,2,-2
2021-11-17,7.93,7.93,7.68,7.79,16327632,8.0,7.85,-0.22584150738997122,1,1.0,11431477.597149963,426650.425308648,False,9.01,0.1361916771752838,0,555,0,6,-6,-0.007643312101910826,0,519,0,3,-3
2021-11-18,7.74,7.9,7.57,7.63,12160723,7.93,7.79,-0.25520596005593466,1,2.0,8332597.587759532,426650.425308648,False,9.01,0.1640826873385013,0,556,0,7,-7,-0.020539152759948665,0,520,0,4,-4
2022-05-26,7.37,7.41,7.18,7.25,11048670,7.22,7.33,-0.06629100849160552,0,1.0,8754511.725671595,1166097.0592970143,False,8.1,0.09905020352781535,0,625,0,5,-5,-0.010914051841746208,0,574,0,1,-1
