day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return
2018-05-07,8.88,8.99,8.8,8.96,12336395,8.89,8.78,0.5437874867366297,0,1.0,2065440.7155103488,1804808.0612861845,True,9.18,0.03378378378378377
2018-09-17,6.1,6.12,5.53,5.77,28269764,6.19,6.14,2.0038611679645255,1,0.0,8068142.262006004,1835359.8837988828,True,5.98,-0.01967213114754085
2018-12-25,4.75,4.76,4.57,4.62,14389952,4.81,4.78,0.5374777203883903,1,3.0,2436948.817717511,2421070.5387993795,True,6.85,0.44210526315789456
2019-05-16,5.26,5.48,5.26,5.39,17224276,5.3,5.3,0.7882626689849477,0,2.0,2888614.263593214,3487643.661406591,True,5.42,0.03041825095057038
2019-05-30,4.98,5.05,4.92,5.02,17647343,4.94,4.97,0.781455756311038,0,0.0,3383119.2594969654,2287446.026610595,True,5.85,0.17469879518072262
2019-07-17,5.31,5.55,5.3,5.42,39535230,5.1,5.21,2.338901937945346,0,0.0,13168763.722263262,3157619.2437805384,True,5.85,0.10169491525423724
2019-10-23,5.12,5.27,5.07,5.26,18539861,5.08,5.08,1.0567180302750274,0,0.0,4061732.6203262447,3098894.2928050375,True,5.28,0.03125
2019-11-05,4.95,4.96,4.47,4.48,53729819,5.02,4.97,5.528838290592973,1,1.0,20958281.60864429,2799442.693433219,True,4.52,-0.08686868686868698
2019-11-15,4.21,4.25,4.13,4.22,9987271,4.23,4.22,0.5771843971788004,0,1.0,1947823.386134688,2616661.8996103466,True,4.36,0.03562945368171033
2019-11-22,4.23,4.32,4.19,4.23,12226586,4.18,4.22,0.5233760861601948,0,0.0,1748581.2916755686,1895030.1627902328,True,4.86,0.14893617021276584
2019-12-03,4.22,4.58,4.2,4.58,30692489,4.15,4.16,4.696619036597763,0,0.0,10772000.693033129,1875578.978146399,True,4.94,0.17061611374407604
2019-12-26,4.65,5.0,4.65,4.95,35101791,4.66,4.63,1.4790797532233806,0,0.0,10594578.657483565,1738469.753896054,True,5.49,0.1806451612903226
2020-07-21,9.12,9.57,9.11,9.4,55174421,8.6,8.76,0.6787002722611151,0,1.0,9723176.504258826,7382558.586226485,True,10.95,0.20065789473684204
2020-08-31,7.62,7.9,7.62,7.78,23973506,7.44,7.53,1.0922145046671292,0,1.0,4834264.543211322,4632243.911549006,True,8.19,0.07480314960629908
2020-09-15,7.63,7.82,7.47,7.82,14871464,7.58,7.56,0.6048478684926966,0,0.0,2912844.71685501,2043064.945120097,True,7.73,0.013106159895150737
2020-10-12,7.1,7.61,7.1,7.55,28434365,6.95,6.98,2.013314516520454,0,0.0,8899126.297384592,1986119.8319915696,True,7.73,0.08873239436619729
2021-08-12,9.42,10.0,9.41,9.76,85469486,8.89,9.2,0.8301152097321003,0,0.0,20627449.75100113,6123699.740798471,True,10.32,0.09554140127388533
2021-10-14,7.76,8.09,7.76,8.01,42337384,7.69,7.74,2.054018421182665,0,0.0,10392880.605262384,9724901.582908617,True,8.66,0.115979381443299
2021-10-21,8.24,8.66,8.23,8.48,59799520,8.05,8.13,0.6145014714220147,0,0.0,12186787.951247552,7372055.82485695,True,8.4,0.01941747572815533
