day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2018-01-15,15.0,15.09,14.25,14.46,22086901,15.4,15.22,1,3.0,2.621286676615535,14.77,0.021438450899031736
2018-06-11,10.17,10.2,9.76,9.89,16864621,10.2,10.15,1,3.0,1.4814269150748784,10.02,0.013144590495449915
2018-08-06,9.08,9.19,8.69,8.79,5845015,9.3,9.07,1,3.0,1.1936613295842902,8.9,0.012514220705347023
2018-08-07,8.86,8.9,7.91,8.7,13540880,9.08,8.79,1,3.0,1.3166544482777205,8.62,-0.00919540229885063
2018-08-08,8.62,8.62,7.83,7.95,23251025,8.86,8.7,1,3.0,0.7170985194462989,8.54,0.07421383647798718
2018-09-10,7.77,7.78,7.19,7.4,13960978,7.85,7.76,1,3.0,1.0753955016426584,8.02,0.0837837837837836
2018-10-18,6.93,7.07,6.75,6.9,9100234,7.21,7.0,1,3.0,0.65082112633899,7.69,0.11449275362318834
2019-01-04,8.1,8.26,7.96,8.16,9567746,8.23,8.17,1,3.0,0.4520704618899545,8.44,0.034313725490195957
2019-09-18,12.91,12.93,12.5,12.6,32104154,13.12,12.91,1,3.0,0.6845605238063981,13.0,0.031746031746031855
2019-10-28,12.57,12.7,12.3,12.62,24204858,12.73,12.75,1,3.0,0.6773439364544518,12.69,0.005546751188589605
2020-03-19,14.38,14.73,14.01,14.52,20631101,15.03,14.53,1,3.0,0.30574208520756074,15.93,0.09710743801652888
2020-07-06,21.8,22.08,21.53,21.85,27691117,22.03,21.95,1,3.0,0.8275933552996486,24.29,0.11167048054919904
2021-07-05,25.84,26.13,25.39,25.75,26739420,26.45,25.93,1,3.0,0.3741635612842962,25.94,0.007378640776699141
2021-11-12,17.92,18.05,17.5,17.53,20108365,18.1,17.92,1,3.0,0.20807457147714903,18.24,0.04050199657729592
2022-03-07,13.99,13.99,13.4,13.48,16239926,14.1,14.03,1,3.0,0.34037689192914455,13.59,0.008160237388723957
2022-03-09,12.96,13.03,12.11,12.58,19216702,13.51,12.97,1,3.0,0.21880831083246077,13.15,0.04531001589825112
2022-05-19,10.21,10.23,10.07,10.18,14455247,10.49,10.37,1,3.0,0.48743925064389426,11.33,0.11296660117878199
