day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2017-11-17,106.08,107.2,102.38,104.85,2708133,106.25,106.49,1,3.0,0.28110318949698354,114.0,0.08726752503576551,
2017-12-25,100.37,101.11,95.38,96.49,3040416,101.4,100.74,1,3.0,0.7236201728939988,98.38,0.01958752202300751,101.916
2018-01-31,87.7,88.27,83.5,84.9,1685360,88.0,87.9,1,3.0,0.9780408081827625,85.69,0.009305064782096473,92.606
2018-02-06,77.1,78.78,72.2,72.92,1944975,78.93,79.39,1,3.0,1.033816157386978,76.59,0.050329127811300056,88.42
2018-05-03,77.3,81.2,77.3,79.88,11068458,85.89,85.89,1,3.0,11.924402148528724,81.58,0.02128192288432662,88.004
2019-05-20,127.5,128.33,113.72,113.72,6190174,129.85,126.35,1,3.0,1.249085585292629,116.3,0.02268730214562087,106.852
2019-12-23,189.0,198.7,185.18,194.4,5126088,207.69,204.85,1,3.0,1.2833710102384668,206.7,0.06327160493827155,195.53199999999998
2020-04-10,272.3,272.4,258.21,260.0,2896554,277.99,270.76,1,3.0,0.20545597556255646,264.6,0.017692307692307674,259.876
2020-08-26,187.01,187.05,178.04,178.14,6821093,187.5,186.95,1,3.0,1.1068830910497143,184.81,0.037442460985741555,204.124
2021-01-22,152.9,152.9,145.62,146.01,6924689,155.0,152.95,1,3.0,0.585848284870992,149.0,0.020478049448668045,149.85399999999998
2021-02-02,136.8,136.8,131.18,131.42,5702658,138.5,137.1,1,3.0,0.6816786300176554,134.0,0.01963171511185524,142.884
2021-04-12,111.69,112.9,107.28,108.22,3608409,113.0,112.0,1,3.0,0.3352584087137198,111.2,0.027536499722786933,110.472
2021-07-15,111.86,112.82,108.51,108.8,4087567,113.15,111.85,1,3.0,0.2497460802184719,112.88,0.03750000000000009,115.14999999999999
2021-08-17,108.99,109.64,105.6,106.02,3286854,109.3,108.57,1,3.0,0.4413655648741983,109.97,0.03725712129786829,109.312
2021-08-26,107.04,107.86,104.06,104.17,3245031,107.47,107.25,1,3.0,0.5331765366227255,108.6,0.042526639147547174,107.45
2022-03-15,79.0,79.36,74.46,74.6,3654461,81.21,79.6,1,3.0,0.8096264538568803,79.6,0.06702412868632712,86.51
2022-04-07,69.65,70.12,67.64,67.67,3401826,70.38,70.01,1,3.0,0.23699839821967839,68.27,0.00886655829762062,74.00200000000001
2022-04-25,62.51,63.16,57.84,58.04,4094564,64.8,63.39,1,3.0,0.4375511490925612,59.24,0.020675396278428737,65.758
2022-04-27,50.04,52.55,50.04,52.21,10046998,58.04,55.6,1,3.0,1.339831002079928,57.85,0.10802528251292864,65.41799999999999
