day,open,high,low,close,volume,vol_chg,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum,high_max,positive_return
2018-10-29,23.23,23.44,22.57,22.64,19456010,-0.1393736274595584,0,158,0,5,-5.0,-0.03618561089825445,0,159,0,3,-3.0,25.88,0.11407662505380967
2018-12-03,26.0,26.44,25.3,25.88,61267314,0.12391324454903851,165,0,5,0,5.0,0.02292490118577062,164,0,2,0,2.0,26.58,0.02230769230769214
2019-03-21,29.95,30.63,29.71,30.04,46873162,-0.14193951497206303,0,203,0,5,-5.0,0.0013333333333334085,200,0,1,0,1.0,30.68,0.024373956594323953
2019-03-22,30.1,30.2,29.2,29.58,37042799,-0.20972263403096214,0,204,0,6,-6.0,-0.015312916111850927,0,205,0,1,-1.0,31.44,0.044518272425249084
2019-03-25,28.71,29.53,28.61,28.75,36136161,-0.02447541828575106,0,205,0,7,-7.0,-0.028059499661933662,0,206,0,2,-2.0,31.44,0.09508881922675028
2019-03-26,28.77,29.49,28.63,28.86,35206220,-0.025734360658842492,0,206,0,8,-8.0,0.003826086956521646,201,0,1,0,1.0,31.44,0.09280500521376434
2019-08-13,20.9,21.14,20.82,20.85,9448079,-0.22242531975310398,0,261,0,5,-5.0,-0.017899199246349418,0,258,0,1,-1.0,21.92,0.048803827751196405
2019-10-09,22.34,22.73,22.07,22.5,14168243,-0.1414403654269637,0,283,0,5,-5.0,-0.0026595744680850686,0,276,0,1,-1.0,23.1,0.03401969561324991
2020-06-29,53.51,54.39,52.8,53.49,20728150,-0.13362083972883132,0,372,0,5,-5.0,-0.009994447529150463,0,358,0,2,-2.0,69.94,0.3070454120725099
2020-06-30,53.62,54.6,53.43,53.57,20583990,-0.00695479336071958,0,373,0,6,-6.0,0.0014956066554496772,354,0,1,0,1.0,69.94,0.3043640432674375
2020-07-21,63.0,64.45,61.41,62.24,24433886,-0.04241703939707653,0,382,0,5,-5.0,0.007119741100323651,364,0,3,0,3.0,62.6,-0.006349206349206327
2020-07-22,61.5,62.6,61.28,61.54,18934486,-0.22507267161678657,0,383,0,6,-6.0,-0.01124678663239076,0,364,0,1,-1.0,61.5,0.0
