day,open,high,low,close,volume,vol_chg,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum,high_max,positive_return
2019-04-24,8.07,8.29,7.96,8.25,11646364,-0.11331287961485814,0,207,0,5,-5.0,0.027397260273972712,171,0,1,0,1.0,8.32,0.030978934324659146
2019-07-05,6.95,6.98,6.88,6.95,2633437,-0.02368822228780143,0,234,0,5,-5.0,-0.001436781609195359,0,215,0,3,-3.0,7.05,0.014388489208633004
2020-03-20,5.15,5.18,5.07,5.17,4563492,-0.24965446391840385,0,321,0,5,-5.0,0.013725490196078383,279,0,2,0,2.0,5.64,0.09514563106796103
2020-05-12,4.94,4.95,4.86,4.91,3444950,-0.2514779451130904,0,342,0,5,-5.0,-0.010080645161290258,0,312,0,1,-1.0,4.92,-0.004048582995951455
2020-05-13,4.87,4.92,4.86,4.9,3236054,-0.060638325665103965,0,343,0,6,-6.0,-0.0020366598778003286,0,313,0,2,-2.0,4.9,0.006160164271047375
2020-07-28,4.81,4.88,4.78,4.82,6915539,-0.358573813078398,0,373,0,5,-5.0,0.004166666666666874,316,0,1,0,1.0,5.23,0.08731808731808743
2020-11-12,6.02,6.12,5.94,6.04,15749879,-0.3040671819378109,0,414,0,5,-5.0,0.0033222591362127574,349,0,1,0,1.0,7.46,0.23920265780730898
2021-01-12,4.8,4.88,4.76,4.83,10729449,-0.07910041084702046,0,439,0,5,-5.0,-0.0020661157024792765,0,397,0,2,-2.0,5.8,0.20833333333333326
2021-01-29,4.96,4.98,4.67,4.72,26470404,-0.10024213552417238,0,447,0,5,-5.0,-0.044534412955465674,0,404,0,2,-2.0,5.14,0.03629032258064502
2021-02-01,4.73,4.77,4.68,4.76,14867141,-0.4383485420169635,0,448,0,6,-6.0,0.008474576271186418,375,0,1,0,1.0,5.14,0.08668076109936562
2021-04-26,5.29,5.3,5.23,5.29,6283030,-0.19537378634311364,0,482,0,5,-5.0,0.007619047619047636,404,0,1,0,1.0,5.45,0.030245746691871522
2021-09-07,5.39,5.61,5.33,5.48,18528982,0.2784219225596669,422,0,5,0,5.0,0.01858736059479571,445,0,4,0,4.0,6.03,0.11873840445269024
2021-09-08,5.5,5.65,5.43,5.61,19610934,0.058392414650734636,423,0,6,0,6.0,0.02372262773722622,446,0,5,0,5.0,6.03,0.09636363636363643
2021-11-22,6.36,6.47,6.34,6.4,19024731,-0.25925536999753773,0,555,0,5,-5.0,0.0015649452269170805,465,0,1,0,1.0,9.22,0.449685534591195
2022-04-08,8.16,8.19,7.88,8.0,28960718,-0.17085730742185412,0,608,0,5,-5.0,-0.00867410161090465,0,542,0,2,-2.0,8.76,0.07352941176470584
2022-04-28,5.94,6.08,5.66,5.78,27304021,-0.2983567364999561,0,617,0,5,-5.0,-0.038269550748752046,0,550,0,1,-1.0,7.23,0.21717171717171713
