day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2017-11-17,12.38,12.42,11.85,11.88,5148501,12.41,12.39,1,3.0,0.895235132797114,12.25,0.031144781144781142
2018-05-25,10.29,10.31,10.15,10.19,2271421,10.35,10.29,1,3.0,0.44903358251325964,10.25,0.0058881256133465065
2018-05-29,10.1,10.18,9.98,10.01,2740432,10.15,10.14,1,3.0,0.4350095512584202,10.14,0.012987012987013102
2018-05-30,10.01,10.14,9.7,9.72,4190632,10.1,10.01,1,3.0,0.5291866391868143,10.0,0.028806584362139898
2019-10-18,7.73,7.79,7.55,7.62,2154328,7.76,7.71,1,3.0,0.20187271684530228,7.7,0.01049868766404205
2020-01-23,7.73,7.82,7.45,7.56,4025057,7.88,7.81,1,3.0,0.2773984601616004,6.8,-0.10052910052910047
2020-02-04,6.12,6.6,6.12,6.5,8063726,6.8,6.8,1,3.0,6.10710911334391,6.74,0.03692307692307706
2020-05-22,6.01,6.03,5.9,5.91,3939116,6.05,6.04,1,3.0,0.20753955809461444,6.08,0.02876480541455151
2020-09-24,6.85,6.9,6.7,6.71,4051401,6.91,6.9,1,3.0,0.5503654344439424,6.85,0.02086438152011927
2020-09-28,6.72,6.82,6.65,6.66,3858510,6.75,6.69,1,3.0,0.5851681070837131,6.85,0.028528528528528385
2022-04-25,8.0,8.01,7.35,7.35,10509911,8.25,8.17,1,3.0,0.7428787626019824,7.37,0.0027210884353741083
