day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2018-03-08,3.6,3.62,3.59,3.62,3498015,161710847,0,1873441,0.0027700831024930483,3498015.0,-225587494.0,0.1485638289373956,0.4261796886178319,1.0,3.62,0.03651685393258419,1.0300447902188914
2018-06-04,3.37,3.39,3.34,3.37,4588800,173835407,38700,2213843,-0.002958579881656709,-4588800.0,-189766118.0,0.14337143113227682,0.31196847027780833,1.0,3.47,0.05846153846153834,0.7842919077591068
2018-11-16,3.15,3.19,3.13,3.16,9674733,169339035,38700,936982,0.0031746031746031633,9674733.0,-97888781.0,0.03064821438888706,0.20052917352383698,1.0,3.19,0.08278145695364247,0.5342759584148671
2019-08-15,3.03,3.06,3.01,3.06,5185512,223830430,0,5013772,0.0,5185512.0,264336844.0,0.3185768704255247,0.3474366421338322,1.0,3.15,0.006472491909385036,0.33639672753142036
2019-08-16,3.05,3.08,3.04,3.06,3974382,223835958,0,3998424,0.0,3974382.0,268311226.0,0.3287742622133256,0.3474366421338322,1.0,3.14,0.006472491909385036,0.5335621767749044
2019-12-27,3.05,3.06,3.04,3.04,6884292,214568850,0,4177526,-0.003278688524590123,-6884292.0,374267806.0,0.19895737364680421,0.3825639986454827,1.0,3.07,0.019292604501607746,0.7975350082971848
2020-01-13,3.11,3.13,3.1,3.12,19935041,220836557,0,18318296,-0.012658227848101222,-19935041.0,430780578.0,0.29499176215359785,0.44194581878270645,1.0,3.17,0.1428571428571428,0.5655845887801461
2020-06-17,2.69,2.69,2.66,2.68,10247581,221935646,14700,11295126,0.0,10247581.0,606103849.0,0.4120462194293263,0.458876126009029,1.0,2.73,0.018656716417910335,0.26247575505078014
2020-11-11,2.67,2.71,2.67,2.7,7578802,238057580,0,3977520,0.011235955056179803,7578802.0,716851343.0,0.19510101599965576,0.3955146008578731,1.0,2.72,0.007299270072992581,0.25401546698393807
2021-01-12,2.63,2.64,2.62,2.64,3970504,283468459,0,2190902,0.0,3970504.0,776439559.0,0.2098077688755208,0.6066073726432749,1.0,2.68,0.023255813953488413,0.2710086199961812
2022-05-20,2.8,2.82,2.79,2.81,9052051,301428746,20000,1913300,0.0035714285714285587,9052051.0,1193487992.0,0.07535346263617707,0.19436779144369587,1.0,2.83,,0.3564432672169522
