day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2018-06-29,16.99,17.71,16.99,17.69,2767662,17.83,17.07,0,3.0,0.3938919480048564,18.33,0.07886992348440258,18.8
2018-07-06,16.1,16.64,15.78,16.32,6838595,17.12,16.42,1,3.0,0.3877641134497276,17.6,0.0931677018633541,17.666
2018-07-09,16.76,17.04,16.32,16.7,6480083,16.1,16.32,0,3.0,0.46624352704874594,17.6,0.05011933174224348,17.476
2018-08-07,15.9,16.32,15.9,16.3,2908824,16.51,16.0,0,3.0,0.30882964986125483,18.31,0.151572327044025,16.59
2018-09-07,16.18,16.57,16.18,16.29,2650662,16.45,16.24,0,3.0,0.20237695931172262,16.45,0.016687268232385533,16.502
2019-11-14,12.9,13.14,12.8,12.93,7985721,13.07,12.9,0,3.0,0.2904677041939121,12.92,0.0015503875968991832,13.198
2019-11-27,12.28,12.33,11.96,12.08,14553516,12.39,12.01,0,3.0,1.0222230936527352,12.28,0.0,12.47
2020-03-20,10.96,11.04,10.7,11.03,6900202,11.02,10.81,0,3.0,0.3750573157518906,11.42,0.041970802919707895,11.790000000000001
2020-04-29,12.16,12.29,12.03,12.16,5623669,12.13,12.05,0,3.0,0.42084879305912937,13.08,0.07565789473684204,11.014
2020-06-30,11.73,11.76,11.55,11.63,6221690,11.81,11.62,0,3.0,0.5421107312143576,14.95,0.27450980392156854,11.916
2020-09-07,13.78,14.23,13.7,13.82,6818155,13.94,13.78,0,3.0,0.46056097097960635,14.83,0.07619738751814231,13.844
2021-05-07,23.47,23.68,22.77,22.8,11556597,23.36,23.05,0,3.0,0.5326316403505071,23.29,-0.007669365146996121,23.362000000000002
2021-06-28,21.2,21.25,20.47,21.14,11104286,21.55,21.21,1,3.0,0.5359730823114013,21.14,-0.002830188679245227,22.156
2021-06-29,21.1,21.14,20.69,20.77,5037292,21.2,21.14,1,3.0,0.6346421566946103,20.94,-0.00758293838862556,21.826
2021-07-28,18.44,19.39,18.21,19.37,11877980,18.9,18.47,0,3.0,0.5415552470765119,21.37,0.15889370932754887,19.576
2022-01-27,23.83,24.0,23.45,23.58,5348803,23.9,23.83,1,3.0,0.306733957709856,24.0,0.007133864876206486,22.238
2022-02-07,23.1,23.8,22.69,23.29,8822013,23.82,22.6,0,3.0,0.8423832397641118,24.0,0.03896103896103886,22.736
2022-04-20,20.01,20.1,19.4,19.5,5299535,20.02,20.01,1,3.0,0.2724364366672294,20.06,0.002498750624687407,19.416
2022-04-21,19.5,20.06,19.2,19.25,5833634,20.01,19.5,1,3.0,0.21860662869799086,19.83,0.01692307692307682,19.216
