day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2017-11-29,44.29,44.75,42.25,42.78,24097960,44.56,44.09,1,3.0,0.4419868886565026,43.12,0.0079476390836839,41.326
2017-11-30,42.62,42.65,40.72,41.74,31230688,44.29,42.78,1,3.0,0.2959888720870978,44.0,0.05414470531863924,41.696000000000005
2018-01-08,39.65,39.78,38.17,38.85,52488753,40.08,39.52,1,3.0,0.6744290584432053,39.49,0.01647361647361656,41.46
2018-04-16,32.93,33.26,32.25,32.65,28584811,33.75,32.98,1,3.0,0.22028019628604611,33.09,0.013476263399693877,33.757999999999996
2018-08-31,32.59,33.27,32.47,32.76,16637097,32.71,32.8,1,3.0,0.4316353160697095,33.82,0.032356532356532464,32.714
2018-10-11,32.23,33.55,32.08,32.8,21972862,33.82,33.61,1,3.0,0.4852434228069742,34.39,0.04847560975609766,32.248
2018-12-10,30.26,30.45,29.42,29.67,26700756,30.9,30.6,1,3.0,0.3971246210341359,31.25,0.05325244354566894,31.274
2019-04-26,36.6,37.06,36.03,36.21,27134248,36.97,36.8,1,3.0,0.2788453000626079,37.34,0.031206848936757847,33.132
2019-07-04,36.88,36.96,35.58,36.05,26395430,37.3,36.65,1,3.0,0.2126381343235686,36.45,0.011095700416088983,34.232
2020-08-26,31.18,31.45,30.49,30.61,35979367,31.51,31.25,1,3.0,0.2500516636889112,31.88,0.041489709245344564,29.948
2020-09-24,31.2,31.56,30.98,31.1,28177849,31.6,31.44,1,3.0,0.26253593831077815,31.83,0.02347266881028931,30.492
2021-05-31,35.01,35.01,33.9,34.4,41111514,35.02,35.05,1,3.0,0.20977008593877255,34.21,-0.005523255813953409,32.852000000000004
2021-06-01,34.19,34.21,33.02,33.29,61923128,35.01,34.4,1,3.0,0.5062234876584697,34.32,0.03094022228897564,32.852000000000004
2021-12-27,27.2,27.34,27.0,27.13,20423694,27.33,27.18,1,3.0,0.3779340233361723,27.5,0.01363803907113903,27.258000000000003
2022-02-24,27.1,27.16,26.52,26.66,45651401,27.43,27.23,1,3.0,1.1559565432949541,26.93,0.010127531882970775,27.105999999999998
