day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2017-11-15,14.46,14.49,13.43,13.97,8535283,14.66,14.5,1,3.0,0.9903364035032489,16.16,0.15676449534717252
2018-05-28,11.54,11.58,11.03,11.08,12143655,11.66,11.24,1,3.0,0.43162066444694713,11.5,0.03790613718411562
2018-05-30,10.68,11.5,10.37,10.8,8454543,11.05,10.82,1,3.0,0.24157639235523543,11.45,0.06018518518518512
2019-07-31,10.81,10.87,10.64,10.68,2765441,10.85,10.9,1,3.0,0.4019055778326397,10.7,0.001872659176029856
2019-08-01,10.7,10.7,10.34,10.43,4372332,10.81,10.68,1,3.0,0.5810613931014981,10.27,-0.015340364333652934
2019-08-06,9.85,9.87,9.19,9.4,4903600,10.05,10.0,1,3.0,0.28314091627502913,10.14,0.0787234042553191
2019-09-25,10.84,10.91,10.58,10.72,2888200,10.98,10.85,1,3.0,0.5634642409387065,10.87,0.01399253731343264
2019-09-26,10.8,10.87,10.4,10.56,4001317,10.84,10.72,1,3.0,0.38540163423585616,10.76,0.01893939393939381
2019-11-08,10.79,10.87,10.51,10.54,4391367,10.87,10.76,1,3.0,0.4529442243097521,10.55,0.0009487666034158071
2020-01-13,10.61,10.62,10.44,10.53,4043081,10.65,10.61,1,3.0,0.38530468897226355,10.57,0.003798670465337217
2020-01-15,10.47,10.47,10.1,10.19,6698202,10.57,10.47,1,3.0,0.4717040579840064,10.2,0.0009813542688910104
2021-01-13,6.84,6.85,6.62,6.67,5570654,6.85,6.81,1,3.0,0.5716332345887996,6.87,0.029985007496251992
2022-03-15,8.0,8.0,7.33,7.33,19932635,8.25,8.0,1,3.0,0.5877679014092225,7.95,0.08458390177353348
