day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2018-02-07,4.92,4.94,4.76,4.84,14100597,763504028,65600,12334487,0.004149377593360981,14100597.0,-32419491.0,0.18036067521653792,0.27891805901290234,1.0,5.46,0.013833992094861802,1.614696714494607
2018-03-05,5.01,5.02,4.94,4.98,12674271,728676663,100600,18045520,-0.0059880239520956335,-12674271.0,9219051.0,0.28590191842783674,0.3126641501454865,1.0,5.38,0.02182539682539697,0.31325067010414753
2018-05-31,4.66,4.68,4.63,4.67,8444610,681975229,84900,6643194,0.010822510822510845,8444610.0,47151508.0,0.16899647761004333,0.29868201852384346,1.0,5.02,0.1829573934837092,0.8732315179579819
2018-08-27,4.28,4.32,4.24,4.29,8799614,571195150,155200,4060053,0.011792452830188704,8799614.0,127250959.0,0.10780137788074472,0.3087527590573558,1.0,4.54,0.006787330316742057,0.20120670538046648
2019-03-27,4.62,4.63,4.54,4.59,15089206,485893971,290818,12525483,-0.0021739130434782483,-15089206.0,463231725.0,0.18104592504413233,0.3370640744064616,1.0,4.95,0.06477732793522262,0.6121466983155934
2019-10-08,4.79,4.94,4.76,4.91,30637841,392177520,390900,21244819,0.025052192066805867,30637841.0,869772544.0,0.1429727065802839,0.2594609564583754,1.0,4.94,0.02892561983471076,1.4074350068820025
2020-04-15,4.83,4.84,4.76,4.78,14465430,368435571,1228200,12098224,-0.008298755186721962,-14465430.0,1130798340.0,0.17424047078678845,0.22960089875072395,1.0,4.94,0.04140786749482395,0.49618790289292725
2020-08-03,5.14,5.23,5.14,5.21,24615399,381955669,4555756,25350559,0.021568627450980538,24615399.0,1230724634.0,0.1986240805298244,0.22732234784692407,1.0,5.53,0.013157894736842035,0.5544378238766907
2021-01-22,4.65,4.66,4.59,4.6,9290809,356955877,2631035,5930807,-0.012875536480686844,-9290809.0,1399669420.0,0.13802206553257618,0.17188252509805296,1.0,4.85,0.009960159362550014,0.46555790837422806
2021-04-26,5.21,5.22,5.06,5.07,20624329,362350964,3858322,11356742,-0.021235521235521082,-20624329.0,1685314424.0,0.10712992793013688,0.2534114322762543,1.0,5.44,0.003780718336483746,1.0788606825051446
2021-05-31,5.24,5.25,5.2,5.22,7727388,333240155,3605722,5049569,-0.003816793893129833,-7727388.0,1733515370.0,0.12506485878478152,0.28152408655457445,1.0,5.31,0.011342155009451682,0.2161636627617518
