,count,mean,std,min,25%,50%,75%,max
000655,6.0,0.08724921520232032,0.06114679526525302,0.0,0.06068157637069954,0.07762645081159791,0.12450574892045163,0.17307692307692313
000656,14.0,0.06465595833674784,0.03806005531855361,0.021052631578947212,0.03873687951016852,0.05833924155217751,0.07698809197919515,0.1547945205479453
000661,12.0,0.07443976717877826,0.06268217450852635,0.0055785123966942685,0.035530097995117194,0.04937549146901232,0.09789932619896952,0.21797263681592027
000665,12.0,0.04918177902614388,0.03297193096797088,0.007952286282306265,0.02711778943122234,0.04077924866422766,0.0675898671628361,0.12392241379310343
000667,15.0,0.043519239132806115,0.023501826792377452,0.01379310344827589,0.024785271086785743,0.04347826086956519,0.05626977279263723,0.10138248847926268
000671,15.0,0.07248725013337913,0.03541983245485204,0.01839080459770126,0.04671468776566834,0.0651289009497964,0.10574855738491695,0.13913043478260856
000672,4.0,0.09541991008483303,0.09873246355180994,0.03420427553444183,0.03924361872621274,0.05261314220276048,0.10878943356138077,0.24224908039936932
000680,19.0,0.06822327106617877,0.04472087449171628,0.007211538461538547,0.038394465524510424,0.051401869158878455,0.10244570827937005,0.17674418604651154
000681,3.0,0.04197893728756089,0.019208946378715883,0.020265003897116163,0.03459070628292349,0.048916408668730815,0.05283590398278326,0.05675539929683571
000683,5.0,0.08627843178389347,0.07188889859075678,0.004484304932735439,0.020942408376963373,0.10566448801742934,0.12588235294117656,0.17441860465116266
000685,7.0,0.033165029296950345,0.019497488533664373,0.013173652694610904,0.014656683841419715,0.03423967774420955,0.04914282490706767,0.05714285714285716
000686,8.0,0.022451305450096992,0.010752755550979948,0.009360374414976613,0.014315566102683308,0.021897372734819176,0.025553100326066447,0.04243119266055029
000690,8.0,0.05038629443171691,0.02818380197442398,0.005444646098003769,0.03499187607724297,0.056838223504890206,0.06849202626641643,0.08320950965824658
000700,10.0,0.0734804399781209,0.06185929728521799,0.008113590263691739,0.031610023041474644,0.05380952380952386,0.09419664981663195,0.20419847328244267
000703,12.0,0.04962693426312673,0.030987519233226332,0.00955882352941173,0.03539988233749686,0.04419505605180818,0.05255465759950073,0.13770913770913773
000708,9.0,0.08037350297264931,0.07830528228232504,0.016064257028112428,0.03171641791044766,0.046654929577464976,0.09643734643734647,0.2580287929125138
000709,9.0,0.04810831629221056,0.03600180278991104,0.011904761904761862,0.01298701298701288,0.04081632653061207,0.06538461538461537,0.1068376068376069
000712,9.0,0.048316321801263044,0.026676758165976283,0.016129032258064502,0.024822695035460862,0.05015105740181269,0.07609531129900082,0.0858283433133733
000717,7.0,0.07468979911888815,0.052460926814779,0.011655011655011593,0.03739332520573002,0.05811138014527861,0.11354382332643209,0.1511879049676026
000718,14.0,0.07440900592529236,0.056099737359507816,0.018867924528301883,0.0373192670804498,0.061937226083491836,0.09096632739268617,0.2414733969986358
000719,14.0,0.029816007966517795,0.02390223021780592,0.0010706638115631772,0.0191363673336587,0.022932610283161847,0.03163219375096066,0.08444444444444454
000723,6.0,0.07740215753605724,0.0964526092360003,0.005788712011577379,0.015271203155818536,0.044369369369369305,0.08922020381036766,0.2601431980906921
000725,12.0,0.06901707110666076,0.0617041836839311,0.013333333333333197,0.024436927910742146,0.04544610838462504,0.10229885057471255,0.22388059701492513
000726,15.0,0.035481804269312474,0.027803902407802106,0.006528835690968515,0.012043191771232808,0.02714440825190012,0.05638643342328098,0.09589041095890405
000728,5.0,0.05134602410210496,0.026095703740143503,0.022842639593908753,0.03951701427003296,0.04640883977900545,0.054973821989528826,0.09298780487804881
000729,18.0,0.07456597105378507,0.06176105041290883,0.010294117647058787,0.03608888898482898,0.04914684135396408,0.10782035928143718,0.21183431952662746
000731,8.0,0.11221234874420818,0.09969389536151002,0.007827788649706457,0.05023760494218277,0.08073409634172002,0.14981968246109528,0.30373001776198927
000732,13.0,0.07560396374050701,0.03980396845700546,0.047822983583154954,0.04989270386266087,0.05629629629629629,0.07657365347177159,0.15806451612903216
000733,7.0,0.086414529005351,0.061674393638031885,0.022105493543445043,0.049556651303924726,0.06880222841225625,0.11487292477966793,0.18513482891457045
000735,8.0,0.05836491037283831,0.05556568343840391,0.0075987841945288626,0.020858895705521352,0.02400929498526838,0.10564504024836285,0.15050505050505047
000738,14.0,0.04704658365534764,0.044037908275018196,0.005347593582887722,0.021153582916980218,0.03605760934492597,0.054021267485211966,0.15863874345549722
000739,16.0,0.06993026876002557,0.05578354138247067,0.0011600928074246841,0.030908063169794886,0.059792251047815825,0.0965966270700978,0.19429241594996105
000750,9.0,0.07779574066435055,0.06114605913086072,0.011627906976744207,0.02702702702702675,0.05995717344753748,0.12040133779264206,0.176056338028169
000758,11.0,0.09314157435443611,0.06906727820275553,0.04225352112676051,0.054068625211312615,0.06432748538011701,0.10706476479730664,0.2788844621513946
000761,18.0,0.061882753004842285,0.0448101065003896,0.019230769230769162,0.03186327836038472,0.04817269808581992,0.06812740952617824,0.19488817891373822
000762,14.0,0.07359707401133288,0.051426103587352515,0.007299270072992803,0.03293533781279706,0.06782570604134908,0.09883751507671595,0.18782681447395944
000766,10.0,0.09327902331384233,0.05254857917018064,0.027692307692307683,0.07139710758936074,0.08231058746522668,0.09775683595808837,0.22802197802197788
000767,10.0,0.11127672938341153,0.06649022735167089,0.027210884353741527,0.060785911700092066,0.09130535055350553,0.16704822954822957,0.22894736842105257
000768,11.0,0.0756988480754237,0.05984878184277678,0.013775829680651164,0.01772299205503236,0.06636500754147812,0.13073702880575144,0.16555801921655577
000776,14.0,0.05215194966163761,0.05449246341628482,0.004401760704281887,0.015044428140539634,0.03129710740752445,0.06029358956079062,0.17632398753894063
000777,15.0,0.11527244598613619,0.10447316470302691,0.006773920406435208,0.0562749543028499,0.08806995627732661,0.12788046399528374,0.3834196891191708
000778,11.0,0.057420231167529506,0.02544888813027851,0.02589641434262968,0.042452889172324926,0.050751879699248104,0.0677771108443378,0.10084033613445387
000783,9.0,0.03579503713291183,0.019679065718140536,0.00721500721500723,0.016393442622950838,0.03539823008849541,0.05226960110041268,0.057771664374140386
000786,17.0,0.04926686925493877,0.03227888149246436,0.008288288288288204,0.024463519313304705,0.046575342465753566,0.06748251748251755,0.13969531474561658
000789,17.0,0.08068915668440045,0.06794357126014887,0.01522070015220689,0.024612579762989917,0.0710097719869709,0.0983506414172266,0.25653436592449186
000790,10.0,0.1152368127995977,0.08820451537242868,0.011709601873536535,0.05028476365429535,0.10598785526480536,0.1461386473975388,0.3138075313807531
000792,2.0,0.14717398803748216,0.10441925282342916,0.07333842627960285,0.11025620715854251,0.14717398803748216,0.18409176891642182,0.22100954979536147
000793,11.0,0.0669335486992312,0.04877085129025399,0.0,0.0299585642939465,0.06038647342995174,0.09922054689496551,0.1568627450980391
000799,9.0,0.0922730719380411,0.05387470865844126,0.03804537521814999,0.059684482034670916,0.07880161127895269,0.09433136353687899,0.19164864415238703
000800,17.0,0.08371265204287273,0.06312963825875442,0.014150943396226356,0.038821954484605126,0.07291666666666674,0.10888252148997113,0.24314442413162718
000801,7.0,0.09742440468173554,0.07230962857119062,0.026548672566371723,0.0471782687611233,0.07878787878787863,0.13233691595760577,0.21760391198044027
000807,17.0,0.08285345680033626,0.10844896519602364,0.008536585365853666,0.03682719546742219,0.054621848739495826,0.06826568265682664,0.47559449311639534
000810,16.0,0.07370957527572258,0.053396497823461585,0.019629225736095934,0.03389451429843121,0.05762766645119588,0.10366741899244736,0.2064144736842104
000811,12.0,0.0796146820860164,0.0416650403366481,0.02672955974842761,0.04512101685591918,0.07622541321371146,0.11817273826420649,0.14163090128755362
000812,11.0,0.08842376331096397,0.06333781840549525,0.005747126436781658,0.029591480446927387,0.08675799086757996,0.13701991764013788,0.19098143236074283
000813,12.0,0.056555093602700314,0.024753995763791056,0.017793594306049654,0.0394904409615946,0.05518292821988802,0.07357615623467884,0.09393579072532687
000818,8.0,0.14108253658291553,0.08563306447698862,0.015168229453943916,0.08437102372477318,0.1459643293799292,0.17041015625,0.29340028694404596
000823,14.0,0.06305043776992454,0.04197321576495197,0.011249999999999982,0.025216826134208503,0.05625691878525385,0.09213551254295616,0.14309210526315796
000825,13.0,0.0683503634128936,0.03382235376312859,0.011961722488038395,0.047738693467336724,0.07945736434108519,0.09137055837563457,0.11465892597968064
000826,10.0,0.04799362263959885,0.027398166343726472,0.0193003618817853,0.0304038942302593,0.04444276006046466,0.053941887286122536,0.11435832274459967
000828,13.0,0.06583673943290938,0.06604427953319394,0.00794438927507457,0.02441150828247607,0.03729838709677402,0.09382716049382722,0.2189859762675297
000829,12.0,0.09123623615852262,0.050022461654896475,0.03211678832116793,0.04482359075372239,0.07954137540147355,0.12969986578423676,0.16373858046380874
000830,16.0,0.06732048134326754,0.065365178282562,0.005298013245033095,0.02312058426609509,0.03394850127551019,0.09512475507550083,0.25050505050505056
000831,1.0,0.1980323706759759,,0.1980323706759759,0.1980323706759759,0.1980323706759759,0.1980323706759759,0.1980323706759759
000836,3.0,0.07863219791479355,0.030357999441577712,0.04451038575667643,0.06662379356093207,0.0887372013651877,0.09569310399385211,0.10264900662251653
000839,16.0,0.10404201327526776,0.08685117076600857,0.020790020790020902,0.047808764940239,0.08493106521780347,0.12067743981106904,0.3840579710144929
000848,9.0,0.05283536177287086,0.04081994736390497,0.00901916572717032,0.014002333722286986,0.03858875413450935,0.09240924092409242,0.11322869955156944
000850,9.0,0.06584082869707503,0.058327431974655466,0.020618556701030855,0.028423772609819098,0.0431034482758621,0.09324009324009341,0.2019464720194648
000851,10.0,0.10009978273696188,0.09361819459697622,0.02003338898163598,0.03319684335914247,0.06909489568012206,0.12125889056089306,0.3183791606367583
000852,6.0,0.0647523854621161,0.05174877740177854,0.02092050209205021,0.03192281264315178,0.052151238591916615,0.06961788211788217,0.16267123287671237
000858,4.0,0.04668079064964936,0.024914003656822174,0.01385224274406327,0.03475963296619472,0.05124678068198407,0.06316793836543871,0.07037735849056603
000859,5.0,0.037371172798232835,0.00984711123380096,0.025490196078431504,0.030985915492957927,0.03628117913832196,0.044098573281452724,0.050000000000000044
000860,12.0,0.07879419919640933,0.047508691212522935,0.020837718375078973,0.035571540513982036,0.08377431171612015,0.11938313411946416,0.1584577114427861
000861,5.0,0.08378710678154029,0.04706843431070663,0.03529411764705892,0.04878048780487809,0.070754716981132,0.11695906432748537,0.14714714714714705
000869,13.0,0.05791300204143297,0.03970176276174589,0.01642710472279263,0.024615384615384706,0.053486150907354535,0.09169230769230752,0.12585155969881678
000875,3.0,0.09813598673300176,0.07530287603316492,0.053333333333333455,0.05466666666666675,0.05600000000000005,0.12053731343283591,0.18507462686567178
000876,13.0,0.07787686705940293,0.0554798655849303,0.01437908496732021,0.04827586206896539,0.06728395061728398,0.07638515330823026,0.2171387073347859
000877,8.0,0.10779713995713383,0.05425889046581641,0.03760848601735778,0.0765876412187606,0.11376168842095136,0.1304035584943078,0.20537897310513453
000878,10.0,0.08607125427912618,0.07120663402750038,0.010489510489510412,0.04565872485712169,0.0628492475129665,0.10263374909011602,0.260910815939279
000883,15.0,0.06932358080985689,0.07116494406688208,0.01055408970976246,0.030973451327433787,0.04800000000000004,0.07089207992793023,0.28716904276985744
000885,5.0,0.08950063093076777,0.10558939887190931,0.020018198362147466,0.03137651821862342,0.04600000000000004,0.07540702656383891,0.274701411509229
000887,17.0,0.06428445604265137,0.046062085022880846,0.010172939979654183,0.034375000000000044,0.05168700646087587,0.07621776504298006,0.19007391763463555
000889,9.0,0.07042387720113842,0.05150167386318355,0.025258323765786406,0.02857142857142847,0.05788423153692612,0.09090909090909105,0.18475750577367211
000895,9.0,0.05445373189194466,0.027067663944369907,0.007547169811320753,0.0475836431226766,0.059308072487644026,0.06507080242751173,0.09197270068248309
000898,8.0,0.04064882532145958,0.01266304557475935,0.02180685358255441,0.030083701427565446,0.04162037037037036,0.05159831218233546,0.05714285714285716
000899,10.0,0.1036203188872846,0.12556769509668717,0.017094017094017033,0.031108989934050535,0.046976627738977594,0.09456626894550135,0.3978685612788633
000900,7.0,0.04276316337086884,0.03491776117858372,0.010638297872340496,0.023431685855623274,0.03980099502487566,0.04262557890986807,0.11678832116788307
000901,10.0,0.04833868057079638,0.027346291986107545,0.022535211267605604,0.02792642140468221,0.04125461091449578,0.05515600613902949,0.10521327014217996
000902,10.0,0.09593018677474263,0.06035001066095617,0.02499999999999991,0.07073043651292354,0.07845022926392342,0.10706515500923469,0.21052631578947367
000903,7.0,0.137838675474964,0.16712941519136754,0.03693181818181812,0.04842925436145773,0.09707241910631748,0.11225715571381056,0.5094936708860758
000905,6.0,0.05943336216321956,0.02847264789476609,0.027878787878787836,0.04169017303064265,0.056081394397315965,0.06740646722497678,0.1084840055632823
000910,7.0,0.09483846625793639,0.07481268430214069,0.0,0.040537967050926715,0.08293020041465105,0.15275371586923236,0.19435569755058557
