day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2018-04-16,14.58,14.62,14.37,14.4,1572600,14.68,14.62,1,3.0,0.9947992642861674,14.54,0.009722222222222188,14.616
2018-06-19,14.92,14.92,14.03,14.44,4401870,15.1,14.92,1,3.0,0.20991987686049218,14.79,0.02423822714681445,15.416
2018-09-07,13.41,13.53,13.26,13.3,1409566,13.56,13.4,1,3.0,0.4329226390159602,13.31,0.0007518796992480592,13.658
2018-09-12,13.0,13.02,12.88,12.95,1264928,13.13,13.04,1,3.0,0.3800444039559887,13.07,0.009266409266409426,13.620000000000001
2018-10-29,11.72,11.76,11.39,11.46,1991300,11.9,11.76,1,3.0,0.4298865167151602,11.99,0.04624781849912729,11.936
2019-01-30,12.71,12.86,12.67,12.71,1251500,13.02,12.81,1,3.0,0.2101726055214428,13.05,0.026750590086546122,12.946
2019-08-06,11.71,11.79,11.4,11.51,2201819,11.8,11.83,1,3.0,0.45739869352860474,11.8,0.02519548218940071,11.846
2019-08-26,11.47,11.48,11.32,11.36,3274924,11.72,11.6,1,3.0,0.5576903410969154,11.51,0.013204225352112742,11.616
2020-03-19,10.39,10.45,10.1,10.18,3417233,10.62,10.36,1,3.0,0.37249297132299786,10.34,0.015717092337917515,10.7
2020-12-09,11.69,11.73,11.23,11.25,4780700,11.89,11.64,1,3.0,0.31353104301349144,11.27,0.001777777777777656,11.38
2020-12-10,11.25,11.27,10.85,10.85,6177387,11.69,11.25,1,3.0,0.2921511494132658,11.61,0.07004608294930881,11.376000000000001
2021-11-09,13.1,13.18,12.6,12.83,2508299,13.4,13.12,1,3.0,0.4858385308775295,13.56,0.05689789555728764,14.102
2022-03-08,11.49,11.52,10.92,11.0,1808900,11.72,11.46,1,3.0,1.8630895853118075,11.29,0.026363636363636367,11.714
2022-03-09,11.29,11.29,10.02,10.25,2385400,11.49,11.0,1,3.0,0.3187019735751009,10.83,0.05658536585365859,11.67
