day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2017-07-28,5.03,5.17,4.88,5.14,41262654,5.14,5.05,0,3.0,0.5720896475560591,7.41,0.47316103379721675,
2019-03-27,7.98,8.18,7.92,8.16,25682355,8.01,7.89,0,3.0,0.3542092350064818,8.91,0.1165413533834585,7.32
2019-04-15,7.67,7.72,7.43,7.47,41066813,7.73,7.6,1,3.0,1.6886200945753735,7.65,-0.0026075619295957697,7.834
2019-11-04,4.95,4.95,4.82,4.86,7382030,5.01,4.94,1,3.0,0.3576979807210685,5.05,0.02020202020202011,5.078
2020-06-29,4.48,4.5,4.43,4.45,6182214,4.52,4.46,1,3.0,0.6726315654073634,5.25,0.17187499999999978,4.43
2020-09-25,4.57,4.6,4.54,4.58,3231412,4.65,4.56,0,3.0,1.4366341481105391,4.74,0.037199124726476906,4.716
2020-12-10,4.98,5.18,4.98,5.17,25476728,4.98,4.97,0,3.0,0.6237560196497811,5.59,0.1224899598393574,4.842
2021-09-30,6.31,6.47,6.26,6.42,15066556,6.45,6.29,0,3.0,0.526073219394489,6.55,0.03803486529318545,6.756
2021-10-29,5.49,5.53,5.41,5.43,11604198,5.6,5.45,1,3.0,0.800253768310641,5.49,0.0,5.896
2022-01-18,5.4,5.48,5.35,5.44,11272015,5.4,5.37,0,3.0,0.21097370794066173,5.67,0.04999999999999982,5.228000000000001
