day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return
2018-03-23,7.05,7.06,6.8,6.87,59395065,7.16,7.11,2.0693298295279696,1,1.0,18576127.869054217,4416255.532929038,True,6.96,-0.012765957446808529
2018-07-20,5.64,5.86,5.59,5.8,65313076,5.65,5.65,1.870689169418768,0,2.0,18451719.548414804,6052456.460400496,True,5.99,0.06205673758865249
2018-08-01,5.96,5.99,5.84,5.89,37828954,5.95,5.95,0.5568340174387516,0,0.0,6486651.550368816,5090957.424000661,True,5.9,-0.010067114093959662
2018-08-24,5.7,5.9,5.67,5.8,45603871,5.71,5.71,0.87399208535671,0,1.0,10162484.801549627,4215694.150481203,True,5.87,0.029824561403508865
2018-09-13,5.72,5.75,5.69,5.75,26520876,5.65,5.66,0.6834459380971925,0,1.0,4229569.100850549,4228361.94258424,True,6.15,0.07517482517482521
2018-11-30,5.9,5.95,5.89,5.93,25513528,5.96,5.88,0.6999043627865835,0,1.0,4413977.482309789,3930675.6280529536,True,6.12,0.037288135593220195
2019-10-25,5.6,5.6,5.51,5.53,84640333,5.55,5.6,0.9316444078463981,0,1.0,18791863.01495869,13829887.047330435,True,5.78,0.03214285714285725
2019-12-13,5.58,5.63,5.57,5.63,63448240,5.58,5.55,1.2369976677109924,0,0.0,16203826.947278926,1805091.4940161447,True,5.75,0.03046594982078843
2020-02-17,5.24,5.33,5.23,5.33,49727677,5.22,5.25,0.8245588061713256,0,0.0,8601726.949705563,6743158.592580268,True,5.33,0.01717557251908386
2020-04-07,4.88,4.9,4.85,4.87,48790818,4.84,4.84,0.8089405918128552,0,0.0,9749996.752283137,7274846.33626006,True,4.88,0.0
2020-04-17,4.8,4.81,4.76,4.78,56415527,4.77,4.78,0.6095121493423885,0,0.0,10207406.184135906,6554583.435110904,True,5.04,0.050000000000000044
2020-08-28,4.84,4.89,4.82,4.88,67596178,4.87,4.86,1.3158064266919318,0,2.0,15292482.454877406,9780666.374163317,True,4.94,0.02066115702479343
2021-01-11,4.85,4.88,4.78,4.78,88739180,4.83,4.85,0.6063372890554093,0,0.0,15078948.405530283,5562474.534379577,True,4.98,0.026804123711340333
2021-06-25,4.89,4.92,4.88,4.92,67031077,4.88,4.89,0.8060534771305652,0,0.0,11372895.425560875,10015081.09182897,True,4.93,0.008179959100204526
2021-09-01,4.34,4.43,4.33,4.39,115402000,4.3,4.34,0.6419129109199999,0,0.0,25438321.787654616,8940884.363481583,True,4.6,0.05990783410138234
2021-11-29,4.39,4.42,4.39,4.4,38696888,4.43,4.41,0.5661494773941937,1,1.0,6083592.239072247,3755169.462672299,True,4.48,0.0205011389521641
