day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return
2018-09-07,9.33,9.4,9.18,9.27,41384414,9.15,9.18,0.656165623549684,0,0.0,8908273.02239831,9457365.041742845,True,9.33,0.0
2018-09-11,8.9,8.95,8.23,8.26,97671402,9.31,9.07,1.483260718852344,1,1.0,28262116.01797223,9356447.931972098,True,8.58,-0.035955056179775347
2018-11-26,6.69,6.69,6.31,6.34,79515285,7.14,6.77,0.5103080648926992,1,2.0,16728235.152369056,8419133.967578337,True,6.72,0.004484304932735439
2018-12-25,6.29,6.29,6.09,6.14,28888256,6.31,6.3,0.5050088196027849,1,1.0,5829109.987005866,5757751.676854215,True,6.3,0.0015898251192367763
2019-02-25,7.18,7.64,7.16,7.56,147767592,7.11,7.18,1.4244801106041667,0,0.0,36990879.45190189,7531386.340071883,True,8.18,0.139275766016713
2019-07-31,4.5,4.5,4.43,4.43,41985197,4.52,4.52,0.5215134321808095,1,1.0,8600722.20613711,4228832.623780806,True,4.44,-0.013333333333333197
2019-11-01,4.05,4.12,4.04,4.12,26293822,4.1,4.06,0.6655966758281227,0,2.0,3880977.6507704156,4151221.254154803,True,4.29,0.059259259259259345
2019-11-15,4.18,4.25,4.17,4.19,31165610,4.15,4.17,0.544832807651038,0,0.0,6571354.458804373,4019230.6302157636,True,4.93,0.17942583732057416
2020-01-21,4.76,4.77,4.6,4.61,50708463,4.8,4.8,0.5113822965302128,1,3.0,7679381.637922899,7374915.279512841,True,4.65,-0.02310924369747891
2020-08-27,4.56,4.68,4.51,4.57,79922182,4.47,4.46,1.6424510537494323,0,0.0,21969394.153665375,6717332.563688624,True,5.38,0.17982456140350878
2021-02-18,4.87,5.26,4.86,5.26,132468315,4.81,4.78,2.7740116604683047,0,0.0,43286365.00926699,6606289.578430665,True,7.4,0.5195071868583163
2021-06-01,6.7,6.9,6.46,6.86,152802281,6.98,6.8,0.794111337787798,0,1.0,27224738.33029486,18070444.016942825,True,7.29,0.08805970149253728
2021-08-26,7.48,7.87,7.45,7.74,168449358,7.5,7.48,1.040474519881602,0,0.0,36629069.2253639,10882904.359490786,True,9.21,0.2312834224598932
2021-12-02,5.08,5.29,5.06,5.24,223657801,5.04,5.11,0.8562426828702105,0,0.0,50246846.28247598,22982249.015570983,True,5.49,0.08070866141732291
2021-12-16,5.17,5.43,5.16,5.4,262316075,5.18,5.17,1.6031109904361331,0,2.0,65338227.206325874,19556433.546167377,True,5.53,0.06963249516441006
2022-03-30,5.29,5.42,5.26,5.41,148595525,5.28,5.26,0.8904894157584571,0,0.0,28603098.36806516,27091086.51150401,True,6.58,0.24385633270321372
