day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2017-05-05,6.74,6.81,6.56,6.63,139296698,6.85,6.77,1,3.0,0.32654445813916877,6.59,-0.006033182503770718,
2017-11-16,6.25,6.31,6.2,6.25,79814942,6.28,6.26,1,3.0,0.21639493381314745,6.27,0.0031999999999998696,6.238
2017-12-05,6.11,6.19,5.99,6.04,98663812,6.12,6.08,1,3.0,0.7208424232487887,6.26,0.0364238410596025,6.1080000000000005
2018-05-28,4.95,4.95,4.82,4.83,82549107,5.0,4.95,1,3.0,0.3347989654589745,4.86,0.006211180124223725,5.048
2018-05-30,4.67,4.67,4.49,4.52,101402419,4.83,4.72,1,3.0,0.30682838011441804,4.59,0.015486725663716783,5.02
2018-08-06,3.95,3.97,3.89,3.91,52283708,3.99,3.95,1,3.0,0.3076325233964712,4.16,0.0639386189258313,3.97
2019-04-29,5.73,5.81,5.47,5.53,154520789,5.8,5.77,1,3.0,0.31620005716224586,5.73,0.03616636528028927,5.45
2019-08-06,5.54,5.56,5.34,5.5,138399510,5.74,5.7,1,3.0,1.0802868509277248,5.96,0.08363636363636373,5.716
2019-10-18,5.47,5.49,5.36,5.36,41270002,5.49,5.45,1,3.0,0.47353683993666684,5.44,0.014925373134328401,5.51
2020-09-24,4.41,4.42,4.3,4.33,65108820,4.47,4.44,1,3.0,0.7400169760960735,4.4,0.01616628175519641,4.488
2020-11-02,4.13,4.14,4.03,4.05,65441481,4.21,4.16,1,3.0,0.23678428847779132,4.31,0.06419753086419755,4.2780000000000005
2020-12-09,4.24,4.34,4.19,4.22,118070138,4.29,4.23,1,3.0,0.9110726044719952,4.22,0.0,4.228000000000001
2020-12-11,4.18,4.2,4.06,4.11,170741426,4.2,4.2,1,3.0,0.8295402033333614,4.1,-0.0024330900243311193,4.228000000000001
2021-01-22,4.33,4.33,4.19,4.21,107786265,4.34,4.33,1,3.0,0.43046656431643804,4.25,0.009501187648456089,4.078
2021-01-26,4.13,4.13,4.06,4.09,90736550,4.21,4.16,1,3.0,0.2643846818583928,4.17,0.019559902200489088,4.078
2022-03-09,3.97,3.99,3.75,3.91,125338096,4.0,3.97,1,3.0,0.3082436761207896,3.97,0.01534526854219953,4.034
