day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum
2018-04-13,4.13,4.15,4.09,4.11,4623350,4.16,4.12,-0.1735458153087126,1,1.0,1676544.49709814,2018220.2202754486,False,4.1,-0.007263922518159882,0,63,0,5,-5,-0.0024271844660194164,0,64,0,2,-2
2018-04-25,4.03,4.04,4.0,4.01,4786480,3.99,4.03,-0.1618033605057395,0,1.0,1747568.8005711979,1672767.6978399619,False,4.12,0.022332506203473823,0,69,0,5,-5,-0.004962779156327701,0,69,0,1,-1
2018-08-29,3.29,3.29,3.25,3.26,4170000,3.31,3.3,-0.3115108127474516,1,1.0,3026429.8091699895,2003114.9119361825,False,3.33,0.012158054711246313,0,120,0,5,-5,-0.012121212121212088,0,117,0,2,-2
2018-10-22,2.99,3.07,2.9,3.01,17428642,2.63,2.93,0.27891191704901863,0,1.0,4817444.739997086,923464.6512641337,False,3.08,0.030100334448160515,114,0,5,0,5,0.027303754266211566,93,0,2,0,2
2019-12-30,7.72,7.83,7.7,7.82,18125888,7.8,7.78,-0.029663175516739915,0,2.0,7998555.836159089,4938014.270061794,False,9.09,0.17746113989637302,0,287,0,5,-5,0.005141388174807249,238,0,1,0,1
2020-01-13,8.3,8.45,8.2,8.32,22822431,8.66,8.32,-0.14366852350484582,0,1.0,16130331.143171346,4767405.097662533,False,9.09,0.0951807228915662,0,293,0,5,-5,0.0,0,0,0,0,0
2020-03-06,12.4,13.18,12.31,12.8,55170898,13.1,12.97,-0.1948060302953204,1,1.0,14311023.461241111,6472537.188964182,False,12.95,0.04435483870967727,0,312,0,5,-5,-0.013107170393215073,0,285,0,3,-3
2020-04-30,13.06,13.19,12.76,12.95,48042893,13.45,12.88,-0.22309379574903943,0,2.0,40877753.99776023,6372038.179286785,False,15.58,0.1929555895865236,0,332,0,5,-5,0.005434782608695565,279,0,1,0,1
2020-11-27,15.88,15.95,15.55,15.67,7454931,16.05,15.81,-0.07064462704829388,1,3.0,5255804.692751649,1571192.2114269896,False,16.82,0.05919395465994959,0,411,0,5,-5,-0.008855154965211942,0,364,0,5,-5
2021-02-26,12.59,12.67,12.43,12.57,5747453,12.85,12.8,-0.24213585071556276,1,1.0,4406572.96440255,1901485.6542087821,False,12.71,0.009531374106433788,0,444,0,5,-5,-0.017968749999999978,0,399,0,2,-2
2022-07-01,8.48,8.51,8.23,8.28,22752672,8.26,8.49,-0.18679335950895948,0,1.0,7265326.9909065645,6477928.867258475,False,,,0,620,0,5,-5,-0.024734982332155542,0,581,0,1,-1
2022-07-04,8.32,8.37,8.21,8.35,19692362,8.48,8.28,-0.1345033233898858,0,1.0,4883436.9429620905,6296539.683670107,False,,,0,621,0,6,-6,0.008454106280193274,516,0,1,0,1
