day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return
2017-12-22,12.35,12.4,12.16,12.22,3689100,12.36,12.41,0.946035765152714,1,0.0,747606.3155121816,541152.3306559265,True,13.46,0.08987854251012162
2018-03-12,12.63,12.8,12.6,12.74,3397900,12.51,12.6,0.5653836408449082,0,1.0,683708.0269579986,415807.222925007,True,13.15,0.041171813143309643
2018-07-23,6.01,6.6,5.83,6.6,10099720,5.92,6.0,2.64976465592787,0,1.0,3277917.1286790194,481025.2011642005,True,7.09,0.1797004991680533
2018-10-11,5.41,5.41,4.99,4.99,5218967,5.6,5.54,2.435112880932008,1,2.0,1681567.467141658,382399.7363849781,True,4.97,-0.08133086876155271
2018-12-13,6.22,6.47,6.01,6.47,14850358,6.33,6.25,1.5366564496821482,0,1.0,3394599.4936506962,5193503.814708871,True,6.46,0.03858520900321549
2018-12-25,6.15,6.2,5.82,6.1,8686875,6.25,6.27,0.6334119245111023,1,1.0,2043147.906796528,2065277.6340544918,True,6.72,0.09268292682926815
2019-02-13,6.25,6.58,6.25,6.55,12229653,6.2,6.3,1.22369335216829,0,0.0,2983065.715886127,1719693.522894496,True,8.07,0.2912000000000001
2019-03-22,7.97,8.57,7.95,8.38,32895244,7.87,7.94,1.228828639480105,0,1.0,8828480.715307383,2866889.326818201,True,10.18,0.2772898368883312
2019-05-23,6.71,7.23,6.56,6.78,15421003,6.64,6.64,1.1233414539206352,0,0.0,3521978.367144695,1755965.2417047136,True,6.81,0.014903129657227954
2019-08-06,6.0,6.0,5.63,5.76,5338353,6.05,6.09,0.7299154477909877,1,2.0,927293.9027320307,603818.9335414061,True,6.46,0.07666666666666666
2019-10-28,7.06,7.33,7.0,7.28,6603136,7.07,7.11,0.8348670353183094,0,2.0,1531842.0762701633,1524936.7074494725,True,7.33,0.03824362606232312
2019-11-06,7.03,7.03,6.81,6.85,4725100,7.05,7.04,0.5604174234668604,1,1.0,872850.4494823182,889860.0505042545,True,7.06,0.00426742532005675
2020-03-05,6.14,6.36,6.14,6.24,13418755,5.97,6.1,0.5687036103754939,0,0.0,2286582.333296242,1176312.6736630711,True,7.01,0.14169381107491863
2020-06-01,6.77,7.25,6.69,7.08,29229107,6.82,6.72,1.0171398636280697,0,2.0,5775872.775508094,2867505.6230205265,True,7.9,0.1669128508124078
2020-08-28,9.9,10.27,9.89,10.19,8672381,10.08,10.04,0.8004635491697825,0,1.0,1962681.292875017,1975882.8074593677,True,10.43,0.05353535353535355
2020-09-04,9.9,10.35,9.7,10.12,10767244,9.99,9.94,0.8646589926497699,0,2.0,2317006.9200050416,1800263.6470322188,True,10.48,0.05858585858585852
2020-11-25,9.43,9.49,9.26,9.32,4210300,9.46,9.44,0.664797692066796,1,2.0,799254.7365001019,554304.4979610335,True,9.4,-0.0031813361611876534
2021-05-26,6.92,7.19,6.83,7.03,8232232,6.83,6.88,1.3094600470744018,0,0.0,2327552.472308908,526344.4933452125,True,7.3,0.054913294797687806
2021-06-15,7.03,7.03,6.76,6.85,4467890,7.0,7.01,0.9537336778542684,0,1.0,777745.8088494026,520895.2661813729,True,6.97,-0.008534850640113834
2021-08-26,5.9,6.43,5.86,6.19,18767045,5.97,5.9,2.7860439415675238,0,0.0,5570487.429678906,1350149.5794969732,True,6.5,0.10169491525423724
2021-12-20,5.9,6.09,5.64,5.82,22092218,6.39,6.27,5.320736141625208,1,0.0,8160892.142302323,1009642.533043741,True,6.6,0.11864406779661008
