日期,融资余额(元),融资买入额(元),融资偿还额(元),融券余量,融券卖出量,融券偿还量
2017-07-12,278147003,27002391,20850366,0,0,0
2017-07-13,282603496,28589908,24133415,0,0,0
2017-07-14,278924471,10303232,13982257,0,0,0
2017-07-17,265589833,27598970,40933608,0,0,0
2017-07-18,267813010,16466686,14089909,0,0,0
2017-07-19,252715895,36284881,51381996,0,0,0
2017-07-20,260855131,49217506,41078270,0,0,0
2017-07-21,287426850,83613318,57041599,0,0,0
2017-07-24,309335865,52737693,30828678,0,0,0
2017-07-25,353623179,177142407,132855093,30000,30000,0
2017-07-26,404364949,155857536,105115766,0,0,30000
2017-07-27,450990864,174606030,127980115,140000,140000,0
2017-07-28,467402439,93602084,77190509,70000,0,70000
2017-07-31,476464308,103351767,94289898,140000,70000,0
2017-08-01,464636026,104697062,116525344,70000,0,70000
2017-08-02,480821191,93951117,77765952,90000,20000,0
2017-08-03,475486127,75004206,80299844,110000,20000,0
2017-08-04,474620605,58588806,59454328,160000,50000,0
2017-08-07,458432690,42752533,58940448,160000,0,0
2017-08-08,440136710,42086688,60382668,60000,0,100000
2017-08-09,435533629,51603921,56207002,80000,20000,0
2017-08-10,427772650,51550442,59311421,130000,50000,0
2017-08-11,395731890,60205985,92246745,60000,0,70000
2017-08-14,388945707,33192459,39978642,60000,0,0
2017-08-15,387816734,23790910,24919883,80000,20000,0
2017-08-16,380102092,26854066,34568708,90000,30000,20000
2017-08-17,377923787,19332048,21510353,90000,0,0
2017-08-18,371700160,31659255,37882882,130000,40000,0
2017-08-21,377499497,30543193,24743856,90000,0,40000
2017-08-22,368903890,25185539,33781146,60000,0,30000
2017-08-23,373338959,20983021,16547952,40000,0,20000
2017-08-24,376634429,17853488,14558018,40000,0,0
2017-08-25,363841486,26952374,39745317,60000,20000,0
2017-08-28,394662737,59138434,28317183,40000,0,20000
2017-08-29,407083768,37243075,24822044,40000,0,0
2017-08-30,414039099,45941810,38986479,40000,0,0
2017-08-31,422058855,33201991,25182235,40000,0,0
2017-09-01,419255429,43814952,46618378,40000,0,0
2017-09-04,424748447,35847855,30354837,40000,0,0
2017-09-05,399259759,25663998,51152686,40000,0,0
2017-09-06,405223049,33301075,29085012,20000,0,0
2017-09-07,417954522,49487277,36755804,20000,0,0
2017-09-08,416357009,19608764,21206277,20000,0,0
2017-09-11,402032065,22205663,36530607,20000,0,0
2017-09-12,397726290,22888640,27194415,20000,0,0
2017-09-13,381595374,11029964,27160880,20000,0,0
2017-09-14,380734883,21376641,22237132,20000,0,0
2017-09-15,355493077,22298661,47540467,20000,0,0
2017-09-18,346251907,10134231,19375401,0,0,20000
2017-09-19,348283972,14062359,12030294,0,0,0
2017-09-20,345481500,12622120,15424592,0,0,0
2017-09-21,336338170,18863197,28006527,0,0,0
2017-09-22,337475875,21859033,20721328,0,0,0
2017-09-25,333076951,7924885,12323809,0,0,0
2017-09-26,332549732,5221584,5748803,0,0,0
2017-09-27,328451238,7372074,11470568,0,0,0
2017-09-28,329644418,12944384,11751204,0,0,0
2017-09-29,329947720,10344055,10040753,0,0,0
2017-10-09,339622269,42118664,32444115,0,0,0
