日期,融资余额(元),融资买入额(元),融资偿还额(元),融券余量,融券卖出量,融券偿还量
2017-07-12,1022575659,16352050,22615197,29000,1000,1000
2017-07-13,1014125957,18678743,27128445,28900,0,100
2017-07-14,981305779,5211198,38031376,29100,200,0
2017-07-17,1003521246,42632422,20416955,29000,100,200
2017-07-18,1011084226,17293080,9730100,28900,0,100
2017-07-19,1025110067,33420201,19394360,30000,1100,0
2017-07-20,1026654387,15481287,13936967,28900,0,1100
2017-07-21,1035334786,28094253,19413854,28900,0,0
2017-07-24,1048932820,30732382,17134348,28900,0,0
2017-07-25,1056500782,20946906,13378944,29000,100,0
2017-07-26,1059246333,18027893,15282342,29000,0,0
2017-07-27,1067784485,29108115,20569963,29300,300,0
2017-07-28,1068431943,15818897,15171439,29200,0,100
2017-07-31,1058835985,40641324,50237282,7500,0,21700
2017-08-01,1067130317,19549080,11254748,7500,0,0
2017-08-02,1070405454,17922589,14647452,4400,0,3100
2017-08-03,1075629171,14169883,8946166,6300,1900,0
2017-08-04,1088848963,26308926,13089134,4500,0,1800
2017-08-07,1078339838,15359387,25868512,4600,100,0
2017-08-08,1078747367,23585643,23178114,4600,0,0
2017-08-09,1078034208,12475193,13188352,4700,100,0
2017-08-10,1085398589,20539326,13174945,4800,100,0
2017-08-11,1077126970,7660158,15931777,5500,700,0
2017-08-14,1053084872,18853842,42895940,5400,100,200
2017-08-15,1041760698,5630273,16954447,5400,0,0
2017-08-16,1027888908,11814430,25686220,6500,1100,0
2017-08-17,1013865216,5641941,19665633,5500,0,1000
2017-08-18,1011939491,9891731,11817456,6500,1000,0
2017-08-21,1009429896,11646089,14155684,6800,300,0
2017-08-22,1011482326,8898672,6846242,6900,100,0
2017-08-23,1004230263,6178485,13430548,6900,0,0
2017-08-24,1012332329,17376218,9274152,5800,200,1300
2017-08-25,1012606735,8989911,8715505,5600,0,200
2017-08-28,1022477938,43911431,34040228,30000,24400,0
2017-08-29,1048321626,38574898,12731210,30000,0,0
2017-08-30,1067922489,36247372,16646509,30000,0,0
2017-08-31,1087486805,38676684,19112368,30000,0,0
2017-09-01,1122060710,51485856,16911951,30000,0,0
2017-09-04,1133080854,29815877,18795733,30000,0,0
2017-09-05,1135553701,27270086,24797239,30000,0,0
2017-09-06,1147205240,34660111,23048820,28300,200,0
2017-09-07,1138803809,14493139,22894570,28200,0,100
2017-09-08,1137474419,21836248,23165638,4000,0,24200
2017-09-11,1149085294,33164165,21553290,4000,0,0
2017-09-12,1148864698,23871248,24091844,4000,0,0
2017-09-13,1148059775,11806028,12610951,4000,0,0
2017-09-14,1160628679,39372607,26803703,4000,0,0
2017-09-15,1157802509,13722456,16548626,4000,0,0
2017-09-18,1157886029,31710278,31626758,19000,15000,0
2017-09-19,1142357451,9465272,24993850,19200,200,0
2017-09-20,1159629078,26245614,8973987,19200,0,0
2017-09-21,1166731882,18694859,11592055,4000,0,15200
